"","cell.type","anatomy.group","pnt","tract","type","skeleton.type","coreLH","id","skeleton.type_pnt"
"L2088#2","AV2b1","AV2b","AV2"," ","ON","MCFO","TRUE","L2088#2","MCFO_AV2"
"L2088#3","AV2b1","AV2b","AV2"," ","ON","MCFO","TRUE","L2088#3","MCFO_AV2"
"Gad1-F-300218","AV2b2","AV2b","AV2"," ","ON","FlyCircuit","TRUE","Gad1-F-300218","FlyCircuit_AV2"
"fru-M-300456","AV2b2","AV2b","AV2"," ","ON","FlyCircuit","TRUE","fru-M-300456","FlyCircuit_AV2"
"L2087#1","AV2b2","AV2b","AV2"," ","ON","MCFO","TRUE","L2087#1","MCFO_AV2"
"L2087#4","AV2b2","AV2b","AV2"," ","ON","MCFO","TRUE","L2087#4","MCFO_AV2"
"5HT1A-F-300031","AV2b3","AV2b","AV2"," ","ON","FlyCircuit","TRUE","5HT1A-F-300031","FlyCircuit_AV2"
"Gad1-F-600005","AV2b3","AV2b","AV2"," ","ON","FlyCircuit","TRUE","Gad1-F-600005","FlyCircuit_AV2"
"Gad1-F-700003","AV2b4","AV2b","AV2"," ","ON","FlyCircuit","TRUE","Gad1-F-700003","FlyCircuit_AV2"
"Gad1-F-600189","AV2b5","AV2b","AV2"," ","ON","FlyCircuit","TRUE","Gad1-F-600189","FlyCircuit_AV2"
"Gad1-F-400156","AV2c1","AV2c","AV2"," ","ON","FlyCircuit","TRUE","Gad1-F-400156","FlyCircuit_AV2"
"Cha-F-400280","AV2c1","AV2c","AV2"," ","ON","FlyCircuit","TRUE","Cha-F-400280","FlyCircuit_AV2"
"Cha-F-700299","AV2c1","AV2c","AV2"," ","ON","FlyCircuit","TRUE","Cha-F-700299","FlyCircuit_AV2"
"Gad1-F-500321","AV2d1","AV2d","AV2"," ","ON","FlyCircuit","TRUE","Gad1-F-500321","FlyCircuit_AV2"
"Gad1-F-600114","AV2e1","AV2e","AV2"," ","ON","FlyCircuit","FALSE","Gad1-F-600114","FlyCircuit_AV2"
"Gad1-F-900160","AV2f1","AV2f","AV2"," ","ON","FlyCircuit","FALSE","Gad1-F-900160","FlyCircuit_AV2"
"Cha-F-500135","AV2g1","AV2g","AV2"," ","ON","FlyCircuit","TRUE","Cha-F-500135","FlyCircuit_AV2"
"Gad1-F-000153","AV2h1","AV2h","AV2"," ","ON","FlyCircuit","FALSE","Gad1-F-000153","FlyCircuit_AV2"
"VGlut-F-200260","AV2i1","AV2i","AV2"," ","ON","FlyCircuit","FALSE","VGlut-F-200260","FlyCircuit_AV2"
"Cha-F-000174","AV3a1","AV3a","AV3"," ","ON","FlyCircuit","TRUE","Cha-F-000174","FlyCircuit_AV3"
"VGlut-F-700360","AV3a1","AV3a","AV3"," ","ON","FlyCircuit","TRUE","VGlut-F-700360","FlyCircuit_AV3"
"VGlut-F-600716","AV3a1","AV3a","AV3"," ","ON","FlyCircuit","TRUE","VGlut-F-600716","FlyCircuit_AV3"
"VGlut-F-300265","AV3a1","AV3a","AV3"," ","ON","FlyCircuit","TRUE","VGlut-F-300265","FlyCircuit_AV3"
"VGlut-F-400112","AV3a1","AV3a","AV3"," ","ON","FlyCircuit","TRUE","VGlut-F-400112","FlyCircuit_AV3"
"Cha-F-600218","AV3a1","AV3a","AV3"," ","ON","FlyCircuit","TRUE","Cha-F-600218","FlyCircuit_AV3"
"Gad1-F-000203","AV3a1","AV3a","AV3"," ","ON","FlyCircuit","TRUE","Gad1-F-000203","FlyCircuit_AV3"
"VGlut-F-800054","AV3a1","AV3a","AV3"," ","ON","FlyCircuit","TRUE","VGlut-F-800054","FlyCircuit_AV3"
"VGlut-F-500832","AV3a1","AV3a","AV3"," ","ON","FlyCircuit","TRUE","VGlut-F-500832","FlyCircuit_AV3"
"VGlut-F-500109","AV3a1","AV3a","AV3"," ","ON","FlyCircuit","TRUE","VGlut-F-500109","FlyCircuit_AV3"
"L1117#1","AV3a1","AV3a","AV3"," ","ON","MCFO","TRUE","L1117#1","MCFO_AV3"
"Cha-F-200387","AV3a2","AV3a","AV3"," ","ON","FlyCircuit","TRUE","Cha-F-200387","FlyCircuit_AV3"
"Gad1-F-000132","AV3a2","AV3a","AV3"," ","ON","FlyCircuit","TRUE","Gad1-F-000132","FlyCircuit_AV3"
"VGlut-F-600223","AV3b1","AV3b","AV3"," ","ON","FlyCircuit","FALSE","VGlut-F-600223","FlyCircuit_AV3"
"VGlut-F-800057","AV3b1","AV3b","AV3"," ","ON","FlyCircuit","FALSE","VGlut-F-800057","FlyCircuit_AV3"
"Cha-F-000470","AV3c1","AV3c","AV3"," ","ON","FlyCircuit","FALSE","Cha-F-000470","FlyCircuit_AV3"
"VGlut-F-200441","AV3d1","AV3d","AV3"," ","ON","FlyCircuit","TRUE","VGlut-F-200441","FlyCircuit_AV3"
"131002c2","AV4a1","AV4a","AV4"," ","LN","DyeFill","TRUE","131002c2","DyeFill_AV4"
"131003c0","AV4a1","AV4a","AV4"," ","LN","DyeFill","TRUE","131003c0","DyeFill_AV4"
"131016c1","AV4a1","AV4a","AV4"," ","LN","DyeFill","TRUE","131016c1","DyeFill_AV4"
"140117c1","AV4a1","AV4a","AV4"," ","LN","DyeFill","TRUE","140117c1","DyeFill_AV4"
"Gad1-F-600241","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Gad1-F-600241","FlyCircuit_AV4"
"Gad1-F-200163","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Gad1-F-200163","FlyCircuit_AV4"
"fru-F-200122","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","fru-F-200122","FlyCircuit_AV4"
"Cha-F-200282","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Cha-F-200282","FlyCircuit_AV4"
"fru-F-500032","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","fru-F-500032","FlyCircuit_AV4"
"fru-F-700136","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","fru-F-700136","FlyCircuit_AV4"
"fru-F-500183","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","fru-F-500183","FlyCircuit_AV4"
"Gad1-F-800028","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Gad1-F-800028","FlyCircuit_AV4"
"fru-M-200048","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","fru-M-200048","FlyCircuit_AV4"
"fru-M-500115","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","fru-M-500115","FlyCircuit_AV4"
"Gad1-F-700104","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Gad1-F-700104","FlyCircuit_AV4"
"fru-F-600131","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","fru-F-600131","FlyCircuit_AV4"
"fru-F-500229","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","fru-F-500229","FlyCircuit_AV4"
"Trh-F-300041","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Trh-F-300041","FlyCircuit_AV4"
"fru-M-700164","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","fru-M-700164","FlyCircuit_AV4"
"fru-M-700174","AV4a1","AV4a","AV4"," ","LN","FlyCircuit","TRUE","fru-M-700174","FlyCircuit_AV4"
"L1479#1","AV4a1","AV4a","AV4"," ","LN","MCFO","TRUE","L1479#1","MCFO_AV4"
"L788#1","AV4a1","AV4a","AV4"," ","LN","MCFO","TRUE","L788#1","MCFO_AV4"
"L788#2","AV4a1","AV4a","AV4"," ","LN","MCFO","TRUE","L788#2","MCFO_AV4"
"L788#3","AV4a1","AV4a","AV4"," ","LN","MCFO","TRUE","L788#3","MCFO_AV4"
"Cha-F-000524","AV4a2","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Cha-F-000524","FlyCircuit_AV4"
"Cha-F-200385","AV4a2","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Cha-F-200385","FlyCircuit_AV4"
"Cha-F-600191","AV4a2","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Cha-F-600191","FlyCircuit_AV4"
"Gad1-F-000079","AV4a2","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Gad1-F-000079","FlyCircuit_AV4"
"L1385#26","AV4a2","AV4a","AV4"," ","LN","MCFO","TRUE","L1385#26","MCFO_AV4"
"Gad1-F-700106","AV4a3","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Gad1-F-700106","FlyCircuit_AV4"
"Trh-M-500176","AV4a3","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Trh-M-500176","FlyCircuit_AV4"
"L1046#4","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L1046#4","MCFO_AV4"
"L1046#7","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L1046#7","MCFO_AV4"
"L1046#8","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L1046#8","MCFO_AV4"
"L1046#10","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L1046#10","MCFO_AV4"
"L1385#10","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L1385#10","MCFO_AV4"
"L240#1","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#1","MCFO_AV4"
"L240#2","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#2","MCFO_AV4"
"L240#3","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#3","MCFO_AV4"
"L240#4","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#4","MCFO_AV4"
"L240#5","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#5","MCFO_AV4"
"L240#6","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#6","MCFO_AV4"
"L240#10","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#10","MCFO_AV4"
"L240#11","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#11","MCFO_AV4"
"L240#13","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#13","MCFO_AV4"
"L240#14","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#14","MCFO_AV4"
"L240#15","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#15","MCFO_AV4"
"L240#16","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#16","MCFO_AV4"
"L240#17","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#17","MCFO_AV4"
"L240#18","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#18","MCFO_AV4"
"L240#19","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#19","MCFO_AV4"
"L240#20","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#20","MCFO_AV4"
"L240#21","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#21","MCFO_AV4"
"L240#22","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#22","MCFO_AV4"
"L240#23","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#23","MCFO_AV4"
"L240#24","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L240#24","MCFO_AV4"
"L247#1","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L247#1","MCFO_AV4"
"L247#2","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L247#2","MCFO_AV4"
"L247#3","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L247#3","MCFO_AV4"
"L247#4","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L247#4","MCFO_AV4"
"L247#5","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L247#5","MCFO_AV4"
"L247#6","AV4a3","AV4a","AV4"," ","LN","MCFO","TRUE","L247#6","MCFO_AV4"
"Gad1-F-400436","AV4a4","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Gad1-F-400436","FlyCircuit_AV4"
"Cha-F-000481","AV4a4","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Cha-F-000481","FlyCircuit_AV4"
"L1046#3","AV4a4","AV4a","AV4"," ","LN","MCFO","TRUE","L1046#3","MCFO_AV4"
"L1046#5","AV4a4","AV4a","AV4"," ","LN","MCFO","TRUE","L1046#5","MCFO_AV4"
"L1046#11","AV4a4","AV4a","AV4"," ","LN","MCFO","TRUE","L1046#11","MCFO_AV4"
"L1046#12","AV4a4","AV4a","AV4"," ","LN","MCFO","TRUE","L1046#12","MCFO_AV4"
"L2098#1","AV4a4","AV4a","AV4"," ","LN","MCFO","TRUE","L2098#1","MCFO_AV4"
"L2098#2","AV4a4","AV4a","AV4"," ","LN","MCFO","TRUE","L2098#2","MCFO_AV4"
"L240#7","AV4a4","AV4a","AV4"," ","LN","MCFO","TRUE","L240#7","MCFO_AV4"
"L240#8","AV4a4","AV4a","AV4"," ","LN","MCFO","TRUE","L240#8","MCFO_AV4"
"L240#12","AV4a4","AV4a","AV4"," ","LN","MCFO","TRUE","L240#12","MCFO_AV4"
"131008c0","AV4a5","AV4a","AV4"," ","LN","DyeFill","TRUE","131008c0","DyeFill_AV4"
"131014c2","AV4a5","AV4a","AV4"," ","LN","DyeFill","TRUE","131014c2","DyeFill_AV4"
"131113c0","AV4a5","AV4a","AV4"," ","LN","DyeFill","TRUE","131113c0","DyeFill_AV4"
"Gad1-F-100190","AV4a6","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Gad1-F-100190","FlyCircuit_AV4"
"Cha-F-700026","AV4a6","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Cha-F-700026","FlyCircuit_AV4"
"Gad1-F-200155","AV4a7","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Gad1-F-200155","FlyCircuit_AV4"
"Gad1-F-700151","AV4a7","AV4a","AV4"," ","LN","FlyCircuit","TRUE","Gad1-F-700151","FlyCircuit_AV4"
"fru-F-800071","AV4b1","AV4b","AV4"," ","ON","FlyCircuit","TRUE","fru-F-800071","FlyCircuit_AV4"
"Cha-F-700025","AV4b1","AV4b","AV4"," ","ON","FlyCircuit","TRUE","Cha-F-700025","FlyCircuit_AV4"
"fru-F-400039","AV4b1","AV4b","AV4"," ","ON","FlyCircuit","TRUE","fru-F-400039","FlyCircuit_AV4"
"fru-F-500099","AV4b1","AV4b","AV4"," ","ON","FlyCircuit","TRUE","fru-F-500099","FlyCircuit_AV4"
"fru-M-800189","AV4b1","AV4b","AV4"," ","ON","FlyCircuit","TRUE","fru-M-800189","FlyCircuit_AV4"
"fru-F-500357","AV4b1","AV4b","AV4"," ","ON","FlyCircuit","TRUE","fru-F-500357","FlyCircuit_AV4"
"fru-F-600129","AV4b1","AV4b","AV4"," ","ON","FlyCircuit","TRUE","fru-F-600129","FlyCircuit_AV4"
"fru-F-500181","AV4b1","AV4b","AV4"," ","ON","FlyCircuit","TRUE","fru-F-500181","FlyCircuit_AV4"
"fru-F-500205","AV4b1","AV4b","AV4"," ","ON","FlyCircuit","TRUE","fru-F-500205","FlyCircuit_AV4"
"fru-M-100096","AV4b1","AV4b","AV4"," ","ON","FlyCircuit","TRUE","fru-M-100096","FlyCircuit_AV4"
"fru-M-700052","AV4b1","AV4b","AV4"," ","ON","FlyCircuit","TRUE","fru-M-700052","FlyCircuit_AV4"
"Gad1-F-000006","AV4b2","AV4b","AV4"," ","ON","FlyCircuit","TRUE","Gad1-F-000006","FlyCircuit_AV4"
"Gad1-F-700224","AV4b2","AV4b","AV4"," ","ON","FlyCircuit","TRUE","Gad1-F-700224","FlyCircuit_AV4"
"Cha-F-600124","AV4b2","AV4b","AV4"," ","ON","FlyCircuit","TRUE","Cha-F-600124","FlyCircuit_AV4"
"Cha-F-400293","AV4b3","AV4b","AV4"," ","ON","FlyCircuit","TRUE","Cha-F-400293","FlyCircuit_AV4"
"L568#1","AV4b3","AV4b","AV4"," ","ON","MCFO","TRUE","L568#1","MCFO_AV4"
"L568#3","AV4b3","AV4b","AV4"," ","ON","MCFO","TRUE","L568#3","MCFO_AV4"
"L568#7","AV4b3","AV4b","AV4"," ","ON","MCFO","TRUE","L568#7","MCFO_AV4"
"L1385#3","AV4b4","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#3","MCFO_AV4"
"L1385#5","AV4b4","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#5","MCFO_AV4"
"L1385#6","AV4b4","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#6","MCFO_AV4"
"L1385#7","AV4b4","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#7","MCFO_AV4"
"L1385#9","AV4b4","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#9","MCFO_AV4"
"L1385#11","AV4b4","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#11","MCFO_AV4"
"L1385#12","AV4b4","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#12","MCFO_AV4"
"L1385#14","AV4b4","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#14","MCFO_AV4"
"L1385#17","AV4b4","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#17","MCFO_AV4"
"L1385#20","AV4b4","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#20","MCFO_AV4"
"L1385#22","AV4b4","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#22","MCFO_AV4"
"L1385#23","AV4b4","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#23","MCFO_AV4"
"L1385#27","AV4b4","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#27","MCFO_AV4"
"L787#1","AV4b4","AV4b","AV4"," ","ON","MCFO","TRUE","L787#1","MCFO_AV4"
"L787#3","AV4b4","AV4b","AV4"," ","ON","MCFO","TRUE","L787#3","MCFO_AV4"
"140618c0","AV4b5","AV4b","AV4"," ","ON","DyeFill","TRUE","140618c0","DyeFill_AV4"
"160201c1","AV4b5","AV4b","AV4"," ","ON","DyeFill","TRUE","160201c1","DyeFill_AV4"
"160211c1","AV4b5","AV4b","AV4"," ","ON","DyeFill","TRUE","160211c1","DyeFill_AV4"
"Gad1-F-100077","AV4b5","AV4b","AV4"," ","ON","FlyCircuit","TRUE","Gad1-F-100077","FlyCircuit_AV4"
"5HT1A-M-300006","AV4b5","AV4b","AV4"," ","ON","FlyCircuit","TRUE","5HT1A-M-300006","FlyCircuit_AV4"
"Gad1-F-600140","AV4b5","AV4b","AV4"," ","ON","FlyCircuit","TRUE","Gad1-F-600140","FlyCircuit_AV4"
"L1385#24","AV4b6","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#24","MCFO_AV4"
"L1385#25","AV4b6","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#25","MCFO_AV4"
"Cha-F-500116","AV4b7","AV4b","AV4"," ","ON","FlyCircuit","TRUE","Cha-F-500116","FlyCircuit_AV4"
"L1385#1","AV4b7","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#1","MCFO_AV4"
"L1385#2","AV4b7","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#2","MCFO_AV4"
"L1385#4","AV4b7","AV4b","AV4"," ","ON","MCFO","TRUE","L1385#4","MCFO_AV4"
"131007c1","AV4b8","AV4b","AV4"," ","ON","DyeFill","FALSE","131007c1","DyeFill_AV4"
"131009c0","AV4b8","AV4b","AV4"," ","ON","DyeFill","FALSE","131009c0","DyeFill_AV4"
"131011c0","AV4b8","AV4b","AV4"," ","ON","DyeFill","FALSE","131011c0","DyeFill_AV4"
"Gad1-F-100051","AV4b8","AV4b","AV4"," ","ON","FlyCircuit","FALSE","Gad1-F-100051","FlyCircuit_AV4"
"131003c1","AV4c1","AV4c","AV4"," ","ON","DyeFill","TRUE","131003c1","DyeFill_AV4"
"131123c1","AV4c1","AV4c","AV4"," ","ON","DyeFill","TRUE","131123c1","DyeFill_AV4"
"140213c1","AV4c1","AV4c","AV4"," ","ON","DyeFill","TRUE","140213c1","DyeFill_AV4"
"Cha-F-700114","AV4c1","AV4c","AV4"," ","ON","FlyCircuit","TRUE","Cha-F-700114","FlyCircuit_AV4"
"Cha-F-200276","AV4c1","AV4c","AV4"," ","ON","FlyCircuit","TRUE","Cha-F-200276","FlyCircuit_AV4"
"fru-M-300124","AV4c1","AV4c","AV4"," ","ON","FlyCircuit","TRUE","fru-M-300124","FlyCircuit_AV4"
"Cha-F-000193","AV4c1","AV4c","AV4"," ","ON","FlyCircuit","TRUE","Cha-F-000193","FlyCircuit_AV4"
"L421#1","AV4c1","AV4c","AV4"," ","ON","MCFO","TRUE","L421#1","MCFO_AV4"
"L421#3","AV4c1","AV4c","AV4"," ","ON","MCFO","TRUE","L421#3","MCFO_AV4"
"L421#4","AV4c1","AV4c","AV4"," ","ON","MCFO","TRUE","L421#4","MCFO_AV4"
"L421#5","AV4c1","AV4c","AV4"," ","ON","MCFO","TRUE","L421#5","MCFO_AV4"
"L421#7","AV4c1","AV4c","AV4"," ","ON","MCFO","TRUE","L421#7","MCFO_AV4"
"L421#8","AV4c1","AV4c","AV4"," ","ON","MCFO","TRUE","L421#8","MCFO_AV4"
"L421#9","AV4c1","AV4c","AV4"," ","ON","MCFO","TRUE","L421#9","MCFO_AV4"
"L421#11","AV4c1","AV4c","AV4"," ","ON","MCFO","TRUE","L421#11","MCFO_AV4"
"L421#12","AV4c1","AV4c","AV4"," ","ON","MCFO","TRUE","L421#12","MCFO_AV4"
"L421#13","AV4c1","AV4c","AV4"," ","ON","MCFO","TRUE","L421#13","MCFO_AV4"
"fru-F-400486","AV4c2","AV4c","AV4"," ","ON","FlyCircuit","TRUE","fru-F-400486","FlyCircuit_AV4"
"L421#2","AV4c2","AV4c","AV4"," ","ON","MCFO","TRUE","L421#2","MCFO_AV4"
"L421#6","AV4c2","AV4c","AV4"," ","ON","MCFO","TRUE","L421#6","MCFO_AV4"
"L421#14","AV4c2","AV4c","AV4"," ","ON","MCFO","TRUE","L421#14","MCFO_AV4"
"L568#5","AV4c2","AV4c","AV4"," ","ON","MCFO","TRUE","L568#5","MCFO_AV4"
"Gad1-F-400432","AV4c3","AV4c","AV4"," ","ON","FlyCircuit","TRUE","Gad1-F-400432","FlyCircuit_AV4"
"Cha-F-200329","AV4c3","AV4c","AV4"," ","ON","FlyCircuit","TRUE","Cha-F-200329","FlyCircuit_AV4"
"fru-F-500355","AV4c3","AV4c","AV4"," ","ON","FlyCircuit","TRUE","fru-F-500355","FlyCircuit_AV4"
"Gad1-F-200137","AV4c3","AV4c","AV4"," ","ON","FlyCircuit","TRUE","Gad1-F-200137","FlyCircuit_AV4"
"fru-M-400293","AV4c3","AV4c","AV4"," ","ON","FlyCircuit","TRUE","fru-M-400293","FlyCircuit_AV4"
"Gad1-F-200127","AV4c4","AV4c","AV4"," ","ON","FlyCircuit","TRUE","Gad1-F-200127","FlyCircuit_AV4"
"L1385#8","AV4c4","AV4c","AV4"," ","ON","MCFO","TRUE","L1385#8","MCFO_AV4"
"VGlut-F-200021","AV4d1","AV4d","AV4"," ","ON","FlyCircuit","TRUE","VGlut-F-200021","FlyCircuit_AV4"
"VGlut-F-200382","AV4d1","AV4d","AV4"," ","ON","FlyCircuit","TRUE","VGlut-F-200382","FlyCircuit_AV4"
"fru-M-300432","AV4d1","AV4d","AV4"," ","ON","FlyCircuit","TRUE","fru-M-300432","FlyCircuit_AV4"
"fru-F-500592","AV4e1","AV4e","AV4"," ","ON","FlyCircuit","FALSE","fru-F-500592","FlyCircuit_AV4"
"fru-F-300099","AV4e1","AV4e","AV4"," ","ON","FlyCircuit","FALSE","fru-F-300099","FlyCircuit_AV4"
"L787#2","AV4f1","AV4f","AV4"," ","ON","MCFO","TRUE","L787#2","MCFO_AV4"
"fru-F-500089","AV4g1","AV4g","AV4"," ","ON","FlyCircuit","FALSE","fru-F-500089","FlyCircuit_AV4"
"fru-M-500251","AV4h1","AV4h","AV4"," ","ON","FlyCircuit","TRUE","fru-M-500251","FlyCircuit_AV4"
"Cha-F-700219","AV5a1","AV5a","AV5"," ","ON","FlyCircuit","TRUE","Cha-F-700219","FlyCircuit_AV5"
"Cha-F-700242","AV5a1","AV5a","AV5"," ","ON","FlyCircuit","TRUE","Cha-F-700242","FlyCircuit_AV5"
"Cha-F-800067","AV5a1","AV5a","AV5"," ","ON","FlyCircuit","TRUE","Cha-F-800067","FlyCircuit_AV5"
"Cha-F-300258","AV5a1","AV5a","AV5"," ","ON","FlyCircuit","TRUE","Cha-F-300258","FlyCircuit_AV5"
"Gad1-F-900076","AV5a1","AV5a","AV5"," ","ON","FlyCircuit","TRUE","Gad1-F-900076","FlyCircuit_AV5"
"L1594#1","AV5a1","AV5a","AV5"," ","ON","MCFO","TRUE","L1594#1","MCFO_AV5"
"L1594#2","AV5a1","AV5a","AV5"," ","ON","MCFO","TRUE","L1594#2","MCFO_AV5"
"VGlut-F-200146","AV5b1","AV5b","AV5"," ","LN","FlyCircuit","FALSE","VGlut-F-200146","FlyCircuit_AV5"
"VGlut-F-200058","AV5b1","AV5b","AV5"," ","LN","FlyCircuit","FALSE","VGlut-F-200058","FlyCircuit_AV5"
"VGlut-F-100073","AV5b1","AV5b","AV5"," ","LN","FlyCircuit","FALSE","VGlut-F-100073","FlyCircuit_AV5"
"Gad1-F-100333","AV5d1","AV5d","AV5"," ","LN","FlyCircuit","TRUE","Gad1-F-100333","FlyCircuit_AV5"
"fru-M-200274","AV5e1","AV5e","AV5"," ","ON","FlyCircuit","FALSE","fru-M-200274","FlyCircuit_AV5"
"130725c4","AV6a1","AV6a","AV6"," ","ON","DyeFill","TRUE","130725c4","DyeFill_AV6"
"130807c1","AV6a1","AV6a","AV6"," ","ON","DyeFill","TRUE","130807c1","DyeFill_AV6"
"130808c1","AV6a1","AV6a","AV6"," ","ON","DyeFill","TRUE","130808c1","DyeFill_AV6"
"130808c2","AV6a1","AV6a","AV6"," ","ON","DyeFill","TRUE","130808c2","DyeFill_AV6"
"130813c0","AV6a1","AV6a","AV6"," ","ON","DyeFill","TRUE","130813c0","DyeFill_AV6"
"130814c1","AV6a1","AV6a","AV6"," ","ON","DyeFill","TRUE","130814c1","DyeFill_AV6"
"130815c1","AV6a1","AV6a","AV6"," ","ON","DyeFill","TRUE","130815c1","DyeFill_AV6"
"130819c1","AV6a1","AV6a","AV6"," ","ON","DyeFill","TRUE","130819c1","DyeFill_AV6"
"130820c0","AV6a1","AV6a","AV6"," ","ON","DyeFill","TRUE","130820c0","DyeFill_AV6"
"130820c2","AV6a1","AV6a","AV6"," ","ON","DyeFill","TRUE","130820c2","DyeFill_AV6"
"130822c0","AV6a1","AV6a","AV6"," ","ON","DyeFill","TRUE","130822c0","DyeFill_AV6"
"140328c1","AV6a1","AV6a","AV6"," ","ON","DyeFill","TRUE","140328c1","DyeFill_AV6"
"140402c1","AV6a1","AV6a","AV6"," ","ON","DyeFill","TRUE","140402c1","DyeFill_AV6"
"140514c2","AV6a1","AV6a","AV6"," ","ON","DyeFill","TRUE","140514c2","DyeFill_AV6"
"Gad1-F-600143","AV6a1","AV6a","AV6"," ","ON","FlyCircuit","TRUE","Gad1-F-600143","FlyCircuit_AV6"
"Gad1-F-500363","AV6a1","AV6a","AV6"," ","ON","FlyCircuit","TRUE","Gad1-F-500363","FlyCircuit_AV6"
"Cha-F-800078","AV6a1","AV6a","AV6"," ","ON","FlyCircuit","TRUE","Cha-F-800078","FlyCircuit_AV6"
"Cha-F-000158","AV6a1","AV6a","AV6"," ","ON","FlyCircuit","TRUE","Cha-F-000158","FlyCircuit_AV6"
"Gad1-F-800082","AV6a1","AV6a","AV6"," ","ON","FlyCircuit","TRUE","Gad1-F-800082","FlyCircuit_AV6"
"Gad1-F-200156","AV6a1","AV6a","AV6"," ","ON","FlyCircuit","TRUE","Gad1-F-200156","FlyCircuit_AV6"
