,root_id,cell_type,side,top_nt,super_class,cell_class,cell_sub_class,idx,sign
4226,720575940626966018,cM03,left,dopamine,visual_centrifugal,,,27457,1
4229,720575940621351551,MTe01b,right,acetylcholine,visual_projection,,,16879,1
4234,720575940627268936,cLP03,right,gaba,visual_centrifugal,,,28216,-1
4240,720575940634583577,LC25,right,glutamate,visual_projection,,,40187,-1
4250,720575940636934007,LC17,right,acetylcholine,visual_projection,,,42254,1
4284,720575940615834086,LC10a,right,acetylcholine,visual_projection,,,8606,1
4291,720575940623082237,LC10a,right,acetylcholine,visual_projection,,,20355,1
4299,720575940621233157,LC10e,right,acetylcholine,visual_projection,,,16625,1
4313,720575940624081852,LC18,right,acetylcholine,visual_projection,,,22337,1
4325,720575940623468266,LPC2,right,acetylcholine,visual_projection,,,21148,1
4330,720575940621638534,OA-AL2b1,right,octopamine,visual_centrifugal,,,17464,1
4340,720575940638652787,LTe49b,right,acetylcholine,visual_projection,,,43611,1
4353,720575940638730303,LCe02,right,acetylcholine,visual_projection,,,43671,1
4357,720575940631911186,LT57,right,acetylcholine,visual_projection,,,36766,1
4367,720575940631486163,LC9,right,acetylcholine,visual_projection,,,36131,1
4375,720575940631547084,LCe02,right,acetylcholine,visual_projection,,,36225,1
4378,720575940624774839,LPT54,right,acetylcholine,visual_projection,,,23693,1
4418,720575940638681203,LC19,right,acetylcholine,visual_projection,,,43627,1
4420,720575940626915472,cLP02,right,gaba,visual_centrifugal,,,27351,-1
4426,720575940618214360,LC16,right,acetylcholine,visual_projection,,,11753,1
4427,720575940629504630,LC10d,right,acetylcholine,visual_projection,,,32576,1
4430,720575940618173494,TmY14,right,glutamate,visual_projection,,,11686,-1
4446,720575940618703636,LT51,right,glutamate,visual_projection,,,12505,-1
4449,720575940633429331,LT51,right,glutamate,visual_projection,,,39064,-1
4500,720575940619687217,LC25,right,glutamate,visual_projection,,,13721,-1
4501,720575940604016608,LPLC1,right,acetylcholine,visual_projection,,,137,1
4509,720575940629854671,LC10d,right,acetylcholine,visual_projection,,,33136,1
4519,720575940636068532,LC26,right,acetylcholine,visual_projection,,,41574,1
4530,720575940626474377,LC10a,right,acetylcholine,visual_projection,,,26473,1
4532,720575940619249061,LC10a,right,acetylcholine,visual_projection,,,13195,1
4541,720575940629795331,LC26,right,acetylcholine,visual_projection,,,33041,1
4551,720575940625404903,MTe03,right,acetylcholine,visual_projection,,,24708,1
4557,720575940634001247,MTe50,right,acetylcholine,visual_projection,,,39751,1
4558,720575940630192215,MTe52,right,acetylcholine,visual_projection,,,33741,1
4561,720575940613804906,LPLC2,right,acetylcholine,visual_projection,,,6311,1
4570,720575940634502812,LPLC1,right,acetylcholine,visual_projection,,,40143,1
4573,720575940612138927,LCe04,right,acetylcholine,visual_projection,,,4393,1
4580,720575940634857583,LPLC1,right,acetylcholine,visual_projection,,,40432,1
4588,720575940620332577,LC17,right,acetylcholine,visual_projection,,,14757,1
4591,720575940616337181,LC10a,right,acetylcholine,visual_projection,,,9188,1
4593,720575940623935588,LPLC1,right,acetylcholine,visual_projection,,,22021,1
4602,720575940630745148,LPLC4,right,acetylcholine,visual_projection,,,34750,1
4605,720575940629985849,LC10a,right,acetylcholine,visual_projection,,,33411,1
4620,720575940622703692,LLPC3,right,acetylcholine,visual_projection,,,19618,1
4635,720575940618179289,MTe46,left,acetylcholine,visual_projection,bilateral,,11695,1
4636,720575940623952107,LC28a,right,acetylcholine,visual_projection,,,22065,1
4638,720575940629273585,cLP01,right,gaba,visual_centrifugal,,,32207,-1
4639,720575940613626009,MTe10,right,glutamate,visual_projection,,,6127,-1
4670,720575940621413803,LT69,right,acetylcholine,visual_projection,,,17019,1
4680,720575940619488390,LC24,right,acetylcholine,visual_projection,,,13469,1
4696,720575940625778428,cM19,left,gaba,visual_centrifugal,,,25308,-1
4707,720575940643656046,cLP03,right,gaba,visual_centrifugal,,,46238,-1
4709,720575940623880684,LC17,right,acetylcholine,visual_projection,,,21883,1
4711,720575940625622274,MeTu3,right,acetylcholine,visual_projection,,,25055,1
4721,720575940637649754,LC46,right,acetylcholine,visual_projection,,,42812,1
4723,720575940633013355,LC4,right,acetylcholine,visual_projection,,,38555,1
4731,720575940622980428,MTe03,right,acetylcholine,visual_projection,,,20162,1
4732,720575940640890968,LPC1,right,acetylcholine,visual_projection,,,45362,1
4736,720575940623690471,LC18,right,acetylcholine,visual_projection,,,21562,1
4752,720575940633471583,LC14a1,right,acetylcholine,optic,bilateral,,39118,1
4753,720575940616640310,LC31a,right,acetylcholine,visual_projection,,,9542,1
4755,720575940622285183,LC9,right,acetylcholine,visual_projection,,,18809,1
4758,720575940616239060,LCe09,right,acetylcholine,visual_projection,,,9070,1
4766,720575940637453545,MTe51,right,acetylcholine,visual_projection,,,42627,1
4768,720575940634500856,LC11,right,acetylcholine,visual_projection,,,40140,1
4793,720575940629300242,LC9,right,acetylcholine,visual_projection,,,32238,1
4795,720575940626469649,MTe51,right,acetylcholine,visual_projection,,,26469,1
4798,720575940615676127,LC12,right,acetylcholine,visual_projection,,,8410,1
4804,720575940623618381,LC13,right,acetylcholine,visual_projection,,,21417,1
4810,720575940603067360,LC13,right,acetylcholine,visual_projection,,,56,1
4816,720575940639486592,LC10c,right,acetylcholine,visual_projection,,,44271,1
4823,720575940625956989,LC21,right,acetylcholine,visual_projection,,,25607,1
4824,720575940618076244,LCe02,right,acetylcholine,visual_projection,,,11521,1
4843,720575940620575476,LPLC2,right,acetylcholine,visual_projection,,,15203,1
4848,720575940604681830,LC9,right,acetylcholine,visual_projection,,,254,1
4849,720575940617878869,LC9,right,acetylcholine,visual_projection,,,11227,1
4856,720575940619283591,LC28a,right,acetylcholine,visual_projection,,,13236,1
4857,720575940619191022,MeTu1,right,acetylcholine,visual_projection,,,13126,1
4877,720575940616840377,LC10c,right,acetylcholine,visual_projection,,,9784,1
4879,720575940634545400,LC9,right,acetylcholine,visual_projection,,,40166,1
4897,720575940626456330,LC9,right,acetylcholine,visual_projection,,,26448,1
4918,720575940650818425,LC25,right,glutamate,visual_projection,,,47831,-1
4928,720575940626840932,LC26,right,acetylcholine,visual_projection,,,27167,1
4937,720575940608581188,LC13,right,acetylcholine,visual_projection,,,2084,1
4939,720575940622276673,LC10c,right,acetylcholine,visual_projection,,,18794,1
4940,720575940621848358,LC10b,right,acetylcholine,visual_projection,,,17959,1
4941,720575940623789704,LCe02,right,acetylcholine,visual_projection,,,21722,1
4950,720575940622912124,LC10b,right,acetylcholine,visual_projection,,,20019,1
4954,720575940633298380,LC18,right,acetylcholine,visual_projection,,,38898,1
4959,720575940621145821,LC4,right,acetylcholine,visual_projection,,,16459,1
4986,720575940603979488,LC41,right,acetylcholine,visual_projection,,,130,1
5007,720575940627808847,LC10d,right,acetylcholine,visual_projection,,,29342,1
5019,720575940636557796,LTe55,right,acetylcholine,visual_projection,,,41947,1
5022,720575940622404022,LC12,right,acetylcholine,visual_projection,,,19068,1
5024,720575940624537578,OA-ASM1,left,dopamine,visual_centrifugal,,,23261,1
5031,720575940646596996,LC15,right,acetylcholine,visual_projection,,,47240,1
5034,720575940635005295,LPC1,right,acetylcholine,visual_projection,,,40549,1
5041,720575940617108274,cLP02,right,gaba,visual_centrifugal,,,10150,-1
5060,720575940616394719,LC26,right,acetylcholine,visual_projection,,,9255,1
5069,720575940612382179,LLPC2,right,acetylcholine,visual_projection,,,4649,1
5080,720575940626759780,LC15,right,acetylcholine,visual_projection,,,26980,1
5091,720575940615896971,MTe51,right,acetylcholine,visual_projection,,,8659,1
5128,720575940640682611,LC24,right,acetylcholine,visual_projection,,,45227,1
5189,720575940632714977,LC11,right,acetylcholine,visual_projection,,,38098,1
5190,720575940611406034,"LC33a,LC33b",right,glutamate,visual_projection,,,3768,-1
5233,720575940632462417,LC12,right,acetylcholine,visual_projection,,,37700,1
5238,720575940622431860,LC46,right,acetylcholine,visual_projection,,,19107,1
5250,720575940627502338,VCH,right,gaba,visual_centrifugal,,,28745,-1
5254,720575940610462930,LPC2,right,acetylcholine,visual_projection,,,3117,1
5256,720575940604616806,LTe58,right,acetylcholine,visual_projection,,,235,1
5259,720575940624122908,LC12,right,acetylcholine,visual_projection,,,22416,1
5263,720575940620754815,LPLC1,right,acetylcholine,visual_projection,,,15631,1
5267,720575940630219461,LC45,right,acetylcholine,visual_projection,,,33804,1
5273,720575940613427198,LPLC1,right,acetylcholine,visual_projection,,,5874,1
5277,720575940653577718,LC20a,right,acetylcholine,visual_projection,,,48033,1
5278,720575940609250628,LC17,right,acetylcholine,visual_projection,,,2418,1
5280,720575940634135763,LC17,right,acetylcholine,visual_projection,,,39837,1
5288,720575940612078102,LC18,right,acetylcholine,visual_projection,,,4338,1
5301,720575940633521247,MTe36,right,glutamate,visual_projection,,,39179,-1
5309,720575940623160757,LLPC1,right,acetylcholine,visual_projection,,,20556,1
5310,720575940621807599,cLM01,right,dopamine,visual_centrifugal,,,17877,1
5313,720575940612462307,LPLC2,right,acetylcholine,visual_projection,,,4737,1
5314,720575940630491154,LC20a,right,acetylcholine,visual_projection,,,34299,1
5324,720575940608703499,LC10d,right,acetylcholine,visual_projection,,,2147,1
5329,720575940633201223,LC14a1,left,acetylcholine,optic,bilateral,,38763,1
5331,720575940622437770,LC18,right,acetylcholine,visual_projection,,,19117,1
5362,720575940632406546,LCe02,right,acetylcholine,visual_projection,,,37589,1
5363,720575940607361481,LC16,right,acetylcholine,visual_projection,,,1536,1
5374,720575940622309921,LC27,right,acetylcholine,visual_projection,,,18860,1
5392,720575940647921028,LTe44,right,glutamate,visual_projection,,,47569,-1
5395,720575940628687354,LC10a,right,acetylcholine,visual_projection,,,31176,1
5402,720575940640516571,LPTe01,right,acetylcholine,visual_projection,,,45125,1
5411,720575940612236241,LC10a,right,acetylcholine,visual_projection,,,4488,1
5444,720575940607805314,LC24,right,acetylcholine,visual_projection,,,1702,1
5458,720575940615893249,LC9,right,acetylcholine,visual_projection,,,8655,1
5460,720575940622732010,LC22,right,acetylcholine,visual_projection,,,19685,1
5469,720575940609675785,LPLC4,right,acetylcholine,visual_projection,,,2681,1
5482,720575940615263283,LLPC3,right,acetylcholine,visual_projection,,,7963,1
5487,720575940610483930,LC13,right,acetylcholine,visual_projection,,,3127,1
5488,720575940636087006,LC16,right,acetylcholine,visual_projection,,,41596,1
5507,720575940634433887,LC10a,right,acetylcholine,visual_projection,,,40092,1
5514,720575940628702229,LC20b,right,glutamate,visual_projection,,,31207,-1
5519,720575940645695011,LLPC3,right,acetylcholine,visual_projection,,,46979,1
5557,720575940613085402,LC10b,right,acetylcholine,visual_projection,,,5509,1
5561,720575940624949501,LC17,right,acetylcholine,visual_projection,,,23998,1
5600,720575940620517492,LC21,right,acetylcholine,visual_projection,,,15085,1
5602,720575940628889551,LC9,right,acetylcholine,visual_projection,,,31559,1
5615,720575940624354125,LC12,right,acetylcholine,visual_projection,,,22930,1
5616,720575940607691868,LLPC3,right,acetylcholine,visual_projection,,,1667,1
5620,720575940623893128,LC15,right,acetylcholine,visual_projection,,,21919,1
5628,720575940606622566,LT74,right,glutamate,visual_projection,,,1186,-1
5635,720575940621532713,cLP02,right,gaba,visual_centrifugal,,,17234,-1
5644,720575940644133911,LC10a,right,acetylcholine,visual_projection,,,46390,1
5658,720575940626451081,LC9,right,acetylcholine,visual_projection,,,26440,1
5672,720575940653367030,LC27,right,acetylcholine,visual_projection,,,48006,1
5682,720575940628839623,cLP02,right,gaba,visual_centrifugal,,,31466,-1
5701,720575940603909804,LC21,right,acetylcholine,visual_projection,,,122,1
5711,720575940628570871,LC10d,right,acetylcholine,visual_projection,,,30937,1
5733,720575940620086622,LC10d,right,acetylcholine,visual_projection,,,14372,1
5742,720575940639878901,LC17,right,acetylcholine,visual_projection,,,44593,1
5746,720575940611623859,LC10a,right,acetylcholine,visual_projection,,,3954,1
5763,720575940618360741,LC10e,right,acetylcholine,visual_projection,,,11991,1
5778,720575940618465117,LC10c,right,acetylcholine,visual_projection,,,12136,1
5781,720575940621538292,LC10c,right,acetylcholine,visual_projection,,,17243,1
5793,720575940632323896,LTe64,right,acetylcholine,visual_projection,,,37425,1
5796,720575940632125410,LC12,right,acetylcholine,visual_projection,,,37137,1
5825,720575940632603873,LC9,right,acetylcholine,visual_projection,,,37929,1
5828,720575940629153009,LC10c,right,acetylcholine,visual_projection,,,32024,1
5833,720575940621827789,LC10a,right,acetylcholine,visual_projection,,,17922,1
5848,720575940619872238,LPC1,right,acetylcholine,visual_projection,,,14029,1
5880,720575940614180333,LC27,right,acetylcholine,visual_projection,,,6626,1
5890,720575940612515546,MTe50,right,acetylcholine,visual_projection,,,4806,1
5891,720575940616070203,cLP02,right,gaba,visual_centrifugal,,,8844,-1
5902,720575940631345465,720575940631345465,right,glutamate,visual_projection,,,35905,-1
5914,720575940635850864,LLPC2,right,acetylcholine,visual_projection,,,41390,1
5928,720575940611174041,LLPC2,right,acetylcholine,visual_projection,,,3613,1
5939,720575940617329221,LC29,right,acetylcholine,visual_projection,,,10448,1
5940,720575940622917876,LC10a,right,acetylcholine,visual_projection,,,20031,1
5945,720575940618830676,cM10,right,gaba,visual_centrifugal,,,12690,-1
5950,720575940624343373,LC26,right,acetylcholine,visual_projection,,,22899,1
5955,720575940633744820,LTe61,right,acetylcholine,visual_projection,,,39453,1
5983,720575940628508103,"LT53,PLP098",right,acetylcholine,visual_projection,,,30819,1
5993,720575940607092828,LC17,right,acetylcholine,visual_projection,,,1422,1
6005,720575940604515006,LCe03,right,glutamate,visual_projection,,,210,-1
6006,720575940604030636,LLPC3,right,acetylcholine,visual_projection,,,141,1
6008,720575940640231485,LC16,right,acetylcholine,visual_projection,,,44893,1
6009,720575940617906315,LC17,right,acetylcholine,visual_projection,,,11262,1
6026,720575940634941614,cLP02,right,gaba,visual_centrifugal,,,40496,-1
6031,720575940627978556,LC17,right,acetylcholine,visual_projection,,,29697,1
6034,720575940613013246,LC12,right,acetylcholine,visual_projection,,,5444,1
6037,720575940622413552,LC18,right,acetylcholine,visual_projection,,,19090,1
6055,720575940621107336,LC31a,right,acetylcholine,visual_projection,,,16372,1
6057,720575940614945036,LLPC2,right,acetylcholine,visual_projection,,,7572,1
6059,720575940637761112,LC31a,right,acetylcholine,visual_projection,,,42915,1
6065,720575940621922925,LC13,right,acetylcholine,visual_projection,,,18089,1
6082,720575940620566613,LC25,right,glutamate,visual_projection,,,15183,-1
6083,720575940628784762,MeTu2,right,acetylcholine,visual_projection,,,31353,1
6089,720575940628309160,LC16,right,acetylcholine,visual_projection,,,30394,1
6108,720575940626796456,LC11,right,acetylcholine,visual_projection,,,27063,1
6113,720575940618335961,MTe50,right,acetylcholine,visual_projection,,,11953,1
6125,720575940635901035,LC25,right,glutamate,visual_projection,,,41426,-1
6132,720575940635435159,cLP01,right,gaba,visual_centrifugal,,,40995,-1
6138,720575940645531671,LC10b,right,acetylcholine,visual_projection,,,46915,1
6139,720575940625332884,LT84,right,acetylcholine,visual_projection,,,24614,1
6152,720575940621175979,LC10e,right,acetylcholine,visual_projection,,,16516,1
6175,720575940616857089,LC10c,right,acetylcholine,visual_projection,,,9811,1
6187,720575940614080578,LC13,right,acetylcholine,visual_projection,,,6545,1
6189,720575940628468296,LPC1,right,acetylcholine,visual_projection,,,30760,1
6192,720575940626392701,LC28b,right,acetylcholine,visual_projection,,,26329,1
