,hemilineage,class,predicted_nt,soma_neuromere,root_side,systematic_type,type,soma_side,instance,combined_type,nt_binary,idx
598,13A,intrinsic neuron,gaba,T3,,IN13A068,IN13A068,LHS,IN13A068_T3_L,IN13A068_T3_L,-1,6457
599,,descending neuron,acetylcholine,,RHS,DNut018,DNg32,,DNut018_CvC_R,DNut018_CvC_R,1,1655
600,08A,intrinsic neuron,glutamate,T2,,IN08A026,IN08A026,RHS,IN08A026_T2_R,IN08A026_T2_R,-1,4900
602,TBD,intrinsic neuron,gaba,A3,,INXXX408,INXXX408,LHS,INXXX408_A3_L,INXXX408_A3_L,-1,10266
603,03A,intrinsic neuron,acetylcholine,T2,,IN03A030,IN03A030,RHS,IN03A030_T2_R,IN03A030_T2_R,1,3418
604,14A,intrinsic neuron,glutamate,A5,,IN14A029,IN14A029,RHS,IN14A029_A5_R,IN14A029_A5_R,-1,6978
605,,sensory neuron,glutamate,,LHS,SNta35,SNta35,,SNta35_ProLN_L,SNta35_ProLN_L,-1,11467
606,TBD,ascending neuron,glutamate,T3,LHS,ANXXX090,ANXXX090,LHS,ANXXX090_T3_L,ANXXX090_T3_L,-1,1283
607,,sensory neuron,acetylcholine,,RHS,SNxxxx,SNxxxx,,SNxxxx_MesoLN_R,SNxxxx_MesoLN_R,-1,11650
608,,sensory ascending,acetylcholine,,LHS,SApp23,SApp23,,SApp23_MesoLN_L,SApp23_MesoLN_L,1,11063
609,03B,intrinsic neuron,gaba,A1,,IN03B055,IN03B055,LHS,IN03B055_A1_L,IN03B055_A1_L,-1,3691
610,23B,intrinsic neuron,acetylcholine,T3,,IN23B090,IN23B090,LHS,IN23B090_T3_L,IN23B090_T3_L,1,9460
612,,descending neuron,acetylcholine,,LHS,DNxn127,DNxn127,,DNxn127_CvC_L,DNxn127_CvC_L,1,2258
613,09A,intrinsic neuron,gaba,T2,,IN09A063,IN09A063,RHS,IN09A063_T2_R,IN09A063_T2_R,-1,5311
614,09B,ascending neuron,acetylcholine,A2,LHS,AN09B004,AN09B004,RHS,AN09B004_A2_R,AN09B004_A2_R,1,633
616,04B,intrinsic neuron,acetylcholine,T3,,IN04B105,IN04B105,LHS,IN04B105_T3_L,IN04B105_T3_L,1,4025
617,11A,intrinsic neuron,acetylcholine,T1,,IN11A005,IN11A005,LHS,IN11A005_T1_L,IN11A005_T1_L,1,5659
618,03A,intrinsic neuron,acetylcholine,T2,,IN03A075,IN03A075,LHS,IN03A075_T2_L,IN03A075_T2_L,1,3535
619,06B,intrinsic neuron,gaba,T2,,IN06B069,IN06B069,LHS,IN06B069_T2_L,IN06B069_T2_L,-1,4604
620,,sensory neuron,acetylcholine,,LHS,SNxx03,SNxx03,,SNxx03_AbN4_L,SNxx03_AbN4_L,1,11538
621,01B,intrinsic neuron,gaba,T3,,IN01B017,IN01B017,LHS,IN01B017_T3_L,IN01B017_T3_L,-1,2906
622,19A,intrinsic neuron,gaba,T2,,IN19A086,IN19A086,RHS,IN19A086_T2_R,IN19A086_T2_R,-1,8200
623,02A,intrinsic neuron,glutamate,A5,,IN02A064,IN02A064,LHS,IN02A064_A5_L,IN02A064_A5_L,-1,3313
624,15B,motor neuron,glutamate,T3,,MNhl24,Acc. ti flexor MN,RHS,MNhl24_MetaLN_R,MNhl24_MetaLN_R,-1,10752
625,00A,intrinsic neuron,gaba,A6,,IN00A027,IN00A027,Midline,IN00A027_A6_M,IN00A027_A6_M,-1,2523
626,12B,intrinsic neuron,gaba,T3,,IN12B048,IN12B048,RHS,IN12B048_T3_R,IN12B048_T3_R,-1,6113
627,,descending neuron,gaba,,LHS,DNut041,DNut041,,DNut041_CvC_L,DNut041_CvC_L,-1,1700
628,09A,intrinsic neuron,gaba,T3,,IN09A090,IN09A090,LHS,IN09A090_T3_L,IN09A090_T3_L,-1,5389
629,,sensory neuron,acetylcholine,,RHS,SNpp50,SNpp50,,SNpp50_MetaLN_R,SNpp50_MetaLN_R,1,11282
630,00A,intrinsic neuron,gaba,T1,,IN00A065,IN00A065,Midline,IN00A065_T1_M,IN00A065_T1_M,-1,2581
631,20A.22A,intrinsic neuron,acetylcholine,T3,,IN20A.22A048,IN20A.22A048,LHS,IN20A.22A048_T3_L,IN20A.22A048_T3_L,1,8650
632,03A,intrinsic neuron,acetylcholine,T2,,IN03A032,IN03A032,RHS,IN03A032_T2_R,IN03A032_T2_R,1,3424
633,01B,intrinsic neuron,gaba,T2,,IN01B024,IN01B024,RHS,IN01B024_T2_R,IN01B024_T2_R,-1,2933
634,19B,intrinsic neuron,acetylcholine,A1,,IN19B091,IN19B091,LHS,IN19B091_A1_L,IN19B091_A1_L,1,8480
635,03A,intrinsic neuron,acetylcholine,T2,,IN03A045,IN03A045,RHS,IN03A045_T2_R,IN03A045_T2_R,1,3460
636,19B,intrinsic neuron,acetylcholine,T2,,IN19B092,IN19B092,LHS,IN19B092_T2_L,IN19B092_T2_L,1,8482
638,08A,intrinsic neuron,glutamate,T1,,IN08A022,IN08A022,RHS,IN08A022_T1_R,IN08A022_T1_R,-1,4882
639,08B,ascending neuron,acetylcholine,T1,RHS,AN08B099,AN08B099,LHS,AN08B099_T1_L,AN08B099_T1_L,1,591
640,20A.22A,intrinsic neuron,acetylcholine,T3,,IN20A.22A074,IN20A.22A074,RHS,IN20A.22A074_T3_R,IN20A.22A074_T3_R,1,8729
641,20A.22A,intrinsic neuron,acetylcholine,T3,,IN20A.22A027,IN20A.22A027,LHS,IN20A.22A027_T3_L,IN20A.22A027_T3_L,1,8588
642,07B,intrinsic neuron,acetylcholine,A1,,IN07B094,IN07B094,LHS,IN07B094_A1_L,IN07B094_A1_L,1,4807
643,20A.22A,intrinsic neuron,acetylcholine,T3,,IN20A.22A067,IN20A.22A067,RHS,IN20A.22A067_T3_R,IN20A.22A067_T3_R,1,8711
644,,sensory neuron,glutamate,,RHS,SNta42,SNta42,,SNta42_MesoLN_R,SNta42_MesoLN_R,1,11499
646,TBD,intrinsic neuron,acetylcholine,A4,,INXXX096,INXXX096,RHS,INXXX096_A4_R,INXXX096_A4_R,1,9621
647,06B,intrinsic neuron,gaba,T2,,IN06B036,IN06B036,RHS,IN06B036_T2_R,IN06B036_T2_R,-1,4549
648,11B,intrinsic neuron,gaba,T2,,IN11B016,IN11B016,RHS,IN11B016_T2_R,IN11B016_T2_R,-1,5777
649,,sensory ascending,acetylcholine,,LHS,SApp07,SApp07,,SApp07_DMetaN_L,SApp07_DMetaN_L,1,11031
650,TBD,intrinsic neuron,gaba,A8,,INXXX320,INXXX320,LHS,INXXX320_A8_L,INXXX320_A8_L,-1,10032
651,01A,intrinsic neuron,acetylcholine,A7,,IN01A045,IN01A045,RHS,IN01A045_A7_R,IN01A045_A7_R,1,2738
652,,sensory neuron,acetylcholine,,LHS,SNpp19,SNpp19,,SNpp19_PrN_L,SNpp19_PrN_L,1,11181
653,27X,intrinsic neuron,gaba,T1,,IN27X002,IN27X002,RHS,IN27X002_T1_R,IN27X002_T1_R,-1,9489
654,,sensory neuron,glutamate,,LHS,SNta29,SNta29,,SNta29_ProLN_L,SNta29_ProLN_L,-1,11436
655,09B,ascending neuron,acetylcholine,A8,LHS,AN09B042,AN09B042,RHS,AN09B042_A8_R,AN09B042_A8_R,1,751
656,,descending neuron,gaba,,LHS,DNnt017,DNnt017,,DNnt017_CvC_L,DNnt017_CvC_L,-1,1610
657,10B,ascending neuron,acetylcholine,T2,RHS,AN10B037,AN10B037,LHS,AN10B037_T2_L,AN10B037_T2_L,1,826
658,,sensory neuron,glutamate,,RHS,SNpp51,SNpp51,,SNpp51_MetaLN_R,SNpp51_MetaLN_R,-1,11288
659,08B,intrinsic neuron,acetylcholine,T1,,IN08B019,IN08B019,LHS,IN08B019_T1_L,IN08B019_T1_L,1,4971
660,08B,intrinsic neuron,acetylcholine,T3,,IN08B063,IN08B063,RHS,IN08B063_T3_R,IN08B063_T3_R,1,5020
661,23B,intrinsic neuron,acetylcholine,T2,,IN23B065,IN23B065,RHS,IN23B065_T2_R,IN23B065_T2_R,1,9376
662,,sensory neuron,acetylcholine,,RHS,SNta07,SNta07,,SNta07_ADMN_R,SNta07_ADMN_R,1,11364
663,12A,intrinsic neuron,acetylcholine,T2,,IN12A059,IN12A059,RHS,IN12A059_T2_R,IN12A059_T2_R,1,5919
664,21A,intrinsic neuron,glutamate,T1,,IN21A047,IN21A047,LHS,IN21A047_T1_L,IN21A047_T1_L,-1,8987
665,07B,intrinsic neuron,acetylcholine,T3,,IN07B098,IN07B098,LHS,IN07B098_T3_L,IN07B098_T3_L,1,4811
666,27X,ascending neuron,gaba,T1,RHS,AN27X003,AN27X003,RHS,AN27X003_T1_R,AN27X003_T1_R,-1,1179
667,21A,intrinsic neuron,glutamate,T2,,IN21A028,IN21A028,LHS,IN21A028_T2_L,IN21A028_T2_L,-1,8931
668,12A,intrinsic neuron,acetylcholine,T1,,IN12A018,IN12A018,LHS,IN12A018_T1_L,IN12A018_T1_L,1,5836
669,13B,intrinsic neuron,gaba,T2,,IN13B044,IN13B044,LHS,IN13B044_T2_L,IN13B044_T2_L,-1,6657
670,06B,intrinsic neuron,gaba,T2,,IN06B079,IN06B079,RHS,IN06B079_T2_R,IN06B079_T2_R,-1,4633
671,09A,intrinsic neuron,gaba,T3,,IN09A009,IN09A009,RHS,IN09A009_T3_R,IN09A009_T3_R,-1,5104
672,03A,intrinsic neuron,acetylcholine,T3,,IN03A037,IN03A037,LHS,IN03A037_T3_L,IN03A037_T3_L,1,3433
673,23B,intrinsic neuron,acetylcholine,T2,,IN23B057,IN23B057,LHS,IN23B057_T2_L,IN23B057_T2_L,1,9343
674,,sensory neuron,glutamate,,RHS,SNch07,SNch07,,SNch07_MesoLN_R,SNch07_MesoLN_R,1,11112
675,17A,ascending neuron,acetylcholine,T2,LHS,AN17A013,AN17A013,LHS,AN17A013_T2_L,AN17A013_T2_L,1,966
676,12B,intrinsic neuron,gaba,T1,,IN12B005,IN12B005,LHS,IN12B005_T1_L,IN12B005_T1_L,-1,5944
677,23B,intrinsic neuron,acetylcholine,A1,,IN23B008,IN23B008,LHS,IN23B008_A1_L,IN23B008_A1_L,1,9146
678,20A.22A,intrinsic neuron,acetylcholine,T3,,IN20A.22A007,IN20A.22A007,RHS,IN20A.22A007_T3_R,IN20A.22A007_T3_R,1,8531
679,TBD,motor neuron,glutamate,T1,,MNfl57,Tergotr. MN,LHS,MNfl57_VProN_L,MNfl57_VProN_L,-1,10707
681,TBD,intrinsic neuron,glutamate,A6,,INXXX441,INXXX441,RHS,INXXX441_A6_R,INXXX441_A6_R,-1,10366
682,01B,intrinsic neuron,gaba,T2,,IN01B078,IN01B078,LHS,IN01B078_T2_L,IN01B078_T2_L,-1,3076
683,,sensory neuron,glutamate,,LHS,SNch06,SNch06,,SNch06_ProLN_L,SNch06_ProLN_L,-1,11109
684,18B,ascending neuron,acetylcholine,T1,LHS,AN18B020,AN18B020,RHS,AN18B020_T1_R,AN18B020_T1_R,1,1051
685,,sensory neuron,acetylcholine,,RHS,SNpp19,SNpp19,,SNpp19_PrN_R,SNpp19_PrN_R,1,11182
686,17B,intrinsic neuron,gaba,A2,,IN17B003,IN17B003,RHS,IN17B003_A2_R,IN17B003_A2_R,-1,7817
687,09A,intrinsic neuron,glutamate,T1,,IN09A027,IN09A027,LHS,IN09A027_T1_L,IN09A027_T1_L,-1,5187
688,20A.22A,intrinsic neuron,acetylcholine,T1,,IN20A.22A062,IN20A.22A062,RHS,IN20A.22A062_T1_R,IN20A.22A062_T1_R,1,8695
689,10B,intrinsic neuron,acetylcholine,T3,,IN10B058,IN10B058,LHS,IN10B058_T3_L,IN10B058_T3_L,1,5639
692,03B,intrinsic neuron,glutamate,T2,,IN03B013,w-cHIN,LHS,IN03B013_T2_L,IN03B013_T2_L,-1,3615
693,19B,intrinsic neuron,acetylcholine,T2,,IN19B038,IN19B038,LHS,IN19B038_T2_L,IN19B038_T2_L,1,8384
694,16B,intrinsic neuron,glutamate,T2,,IN16B068,IN16B068,LHS,IN16B068_T2_L,IN16B068_T2_L,-1,7424
695,04B,intrinsic neuron,acetylcholine,T2,,IN04B081,IN04B081,RHS,IN04B081_T2_R,IN04B081_T2_R,1,3960
696,06B,intrinsic neuron,glutamate,T2,,IN06B047,IN06B047,LHS,IN06B047_T2_L,IN06B047_T2_L,-1,4560
697,12B,intrinsic neuron,gaba,T1,,IN12B027,IN12B027,LHS,IN12B027_T1_L,IN12B027_T1_L,-1,6020
698,11A,intrinsic neuron,acetylcholine,T2,,IN11A027,IN11A027,RHS,IN11A027_T2_R,IN11A027_T2_R,1,5710
699,19B,ascending neuron,acetylcholine,T3,LHS,AN19B079,AN19B079,RHS,AN19B079_T3_R,AN19B079_T3_R,1,1147
700,01A,intrinsic neuron,acetylcholine,T1,,IN01A015,IN01A015,RHS,IN01A015_T1_R,IN01A015_T1_R,1,2630
702,15B,motor neuron,glutamate,T3,,MNhl65,MNhl65,LHS,MNhl65_MetaLN_L,MNhl65_MetaLN_L,-1,10797
703,,sensory neuron,glutamate,,LHS,SNch06,SNch06,,SNch06_MesoLN_L,SNch06_MesoLN_L,-1,11105
705,11A,intrinsic neuron,acetylcholine,T2,,IN11A040,IN11A040,RHS,IN11A040_T2_R,IN11A040_T2_R,1,5740
706,10B,intrinsic neuron,acetylcholine,T3,LHS,IN10B042,IN10B042,RHS,IN10B042_T3_R,IN10B042_T3_R,1,5593
707,04B,intrinsic neuron,acetylcholine,T2,,IN04B016,IN04B016,LHS,IN04B016_T2_L,IN04B016_T2_L,1,3810
708,TBD,intrinsic neuron,gaba,A7,,INXXX209,INXXX209,LHS,INXXX209_A7_L,INXXX209_A7_L,-1,9736
709,TBD,intrinsic neuron,gaba,A4,,INXXX306,INXXX306,LHS,INXXX306_A4_L,INXXX306_A4_L,-1,10005
710,20A.22A,intrinsic neuron,acetylcholine,T3,,IN20A.22A051,IN20A.22A051,LHS,IN20A.22A051_T3_L,IN20A.22A051_T3_L,1,8660
712,TBD,ascending neuron,gaba,A1,LHS,ANXXX144,ANXXX144,RHS,ANXXX144_A1_R,ANXXX144_A1_R,-1,1328
713,12B,ascending neuron,gaba,T1,LHS,AN12B055,AN12B055,RHS,AN12B055_T1_R,AN12B055_T1_R,-1,919
714,19B,intrinsic neuron,acetylcholine,T2,,IN19B075,IN19B075,RHS,IN19B075_T2_R,IN19B075_T2_R,1,8451
715,,descending neuron,acetylcholine,,RHS,DNxn079,DNp46,,DNxn079_CvC_R,DNxn079_CvC_R,1,2164
716,,sensory neuron,acetylcholine,,LHS,SNch05,SNch05,,SNch05_MesoLN_L,SNch05_MesoLN_L,-1,11099
718,11B,intrinsic neuron,gaba,T2,,IN11B013,IN11B013,RHS,IN11B013_T2_R,IN11B013_T2_R,-1,5769
720,18B,intrinsic neuron,acetylcholine,T3,,IN18B048,IN18B048,RHS,IN18B048_T3_R,IN18B048_T3_R,1,7927
721,19B,ascending neuron,acetylcholine,T3,,AN19B101,AN19B101,RHS,AN19B101_T3_R,AN19B101_T3_R,1,1157
722,,descending neuron,glutamate,,LHS,DNxn184,DNxn184,,DNxn184_CvC_L,DNxn184_CvC_L,-1,2371
723,06A,intrinsic neuron,gaba,A3,,IN06A066,IN06A066,LHS,IN06A066_A3_L,IN06A066_A3_L,-1,4318
724,12B,intrinsic neuron,gaba,T2,,IN12B064,IN12B064,LHS,IN12B064_T2_L,IN12B064_T2_L,-1,6159
725,21A,intrinsic neuron,glutamate,T2,,IN21A058,IN21A058,LHS,IN21A058_T2_L,IN21A058_T2_L,-1,9021
726,,sensory neuron,acetylcholine,,RHS,SNxx12,SNxx12,,SNxx12_AbNT_R,SNxx12_AbNT_R,1,11565
728,09A,intrinsic neuron,gaba,T1,,IN09A082,IN09A082,LHS,IN09A082_T1_L,IN09A082_T1_L,-1,5366
729,03B,intrinsic neuron,glutamate,T1,,IN03B086,IN03B086,RHS,IN03B086_T1_R,IN03B086_T1_R,-1,3756
730,12B,intrinsic neuron,gaba,T3,,IN12B049,IN12B049,LHS,IN12B049_T3_L,IN12B049_T3_L,-1,6118
731,04B,intrinsic neuron,acetylcholine,T2,,IN04B078,IN04B078,RHS,IN04B078_T2_R,IN04B078_T2_R,1,3950
732,04B,intrinsic neuron,glutamate,T2,,IN04B102,IN04B102,LHS,IN04B102_T2_L,IN04B102_T2_L,-1,4015
733,11B,intrinsic neuron,gaba,T2,,IN11B023,IN11B023,LHS,IN11B023_T2_L,IN11B023_T2_L,-1,5792
734,,sensory neuron,acetylcholine,,RHS,SNpp59,SNpp59,,SNpp59_MesoLN_R,SNpp59_MesoLN_R,1,11324
735,16B,intrinsic neuron,glutamate,T2,,IN16B022,IN16B022,LHS,IN16B022_T2_L,IN16B022_T2_L,-1,7309
737,03B,intrinsic neuron,gaba,T2,,IN03B058,IN03B058,LHS,IN03B058_T2_L,IN03B058_T2_L,-1,3699
738,,sensory neuron,acetylcholine,,RHS,SNta01,SNta01,,SNta01_PDMN_R,SNta01_PDMN_R,1,11352
739,,sensory neuron,acetylcholine,,LHS,SNch01,SNch01,,SNch01_AbN4_L,SNch01_AbN4_L,1,11089
741,13B,intrinsic neuron,gaba,T1,,IN13B096,IN13B096,LHS,IN13B096_T1_L,IN13B096_T1_L,-1,6823
742,,sensory neuron,acetylcholine,,RHS,SNpp37,SNpp37,,SNpp37_ADMN_R,SNpp37_ADMN_R,1,11220
743,14A,intrinsic neuron,glutamate,T3,,IN14A058,IN14A058,RHS,IN14A058_T3_R,IN14A058_T3_R,-1,7072
744,12B,intrinsic neuron,gaba,T3,,IN12B042,IN12B042,LHS,IN12B042_T3_L,IN12B042_T3_L,-1,6098
745,23B,intrinsic neuron,acetylcholine,T3,,IN23B081,IN23B081,RHS,IN23B081_T3_R,IN23B081_T3_R,1,9431
746,,descending neuron,acetylcholine,,RHS,DNxn178,DNxn178,,DNxn178_CvC_R,DNxn178_CvC_R,1,2360
747,TBD,ascending neuron,acetylcholine,A8,RHS,ANXXX196,ANXXX196,RHS,ANXXX196_A8_R,ANXXX196_A8_R,1,1375
749,,sensory neuron,acetylcholine,,RHS,SNta03,SNta03,,SNta03_DMetaN_R,SNta03_DMetaN_R,1,11356
750,,sensory neuron,acetylcholine,,LHS,SNta29,SNta29,,SNta29_MetaLN_L,SNta29_MetaLN_L,-1,11434
751,TBD,motor neuron,glutamate,T1,,MNfl37,Tr extensor MN,RHS,MNfl37_ProLN_R,MNfl37_ProLN_R,-1,10669
753,,sensory neuron,acetylcholine,,RHS,SNta11,SNta11,,SNta11_ADMN_R,SNta11_ADMN_R,1,11372
754,11B,intrinsic neuron,glutamate,T2,,IN11B001,IN11B001,RHS,IN11B001_T2_R,IN11B001_T2_R,-1,5751
755,11B,intrinsic neuron,glutamate,T2,,IN11B003,IN11B003,RHS,IN11B003_T2_R,IN11B003_T2_R,-1,5755
756,04B,intrinsic neuron,acetylcholine,T3,,IN04B074,IN04B074,RHS,IN04B074_T3_R,IN04B074_T3_R,1,3940
757,01B,intrinsic neuron,gaba,T1,,IN01B097,IN01B097,LHS,IN01B097_T1_L,IN01B097_T1_L,-1,3125
758,09A,intrinsic neuron,gaba,T2,,IN09A002,IN09A002,LHS,IN09A002_T2_L,IN09A002_T2_L,-1,5077
759,13A,intrinsic neuron,gaba,T2,,IN13A017,IN13A017,LHS,IN13A017_T2_L,IN13A017_T2_L,-1,6315
760,,sensory neuron,acetylcholine,,LHS,SNta40,SNta40,,SNta40_ProLN_L,SNta40_ProLN_L,-1,11492
761,,descending neuron,acetylcholine,,RHS,DNxl103,DNxl103,,DNxl103_CvC_R,DNxl103_CvC_R,1,1947
762,17A,intrinsic neuron,glutamate,T2,,IN17A049,IN17A049,RHS,IN17A049_T2_R,IN17A049_T2_R,-1,7669
763,06A,intrinsic neuron,gaba,T3,,IN06A079,IN06A079,LHS,IN06A079_T3_L,IN06A079_T3_L,-1,4346
764,TBD,intrinsic neuron,acetylcholine,A6,,INXXX228,INXXX228,RHS,INXXX228_A6_R,INXXX228_A6_R,1,9782
766,,sensory neuron,glutamate,,RHS,SNch05,SNch05,,SNch05_MetaLN_R,SNch05_MetaLN_R,-1,11102
767,16B,intrinsic neuron,glutamate,T3,,IN16B105,IN16B105,LHS,IN16B105_T3_L,IN16B105_T3_L,-1,7518
768,,sensory ascending,acetylcholine,,LHS,SApp23,SApp23,,SApp23_MetaLN_L,SApp23_MetaLN_L,1,11065
769,07B,ascending neuron,acetylcholine,T1,RHS,AN07B101,AN07B101,LHS,AN07B101_T1_L,AN07B101_T1_L,1,461
770,TBD,intrinsic neuron,gaba,A1,,INXXX429,INXXX429,RHS,INXXX429_A1_R,INXXX429_A1_R,-1,10330
771,06B,intrinsic neuron,gaba,T1,,IN06B086,IN06B086,LHS,IN06B086_T1_L,IN06B086_T1_L,-1,4647
772,,sensory neuron,acetylcholine,,RHS,SNxx22,SNxx22,,SNxx22_AbN2_R,SNxx22_AbN2_R,1,11602
773,17A,intrinsic neuron,glutamate,T2,,IN17A039,IN17A039,RHS,IN17A039_T2_R,IN17A039_T2_R,-1,7643
775,,sensory neuron,acetylcholine,,LHS,SNta20,SNta20,,SNta20_MesoLN_L,SNta20_MesoLN_L,1,11387
777,12B,intrinsic neuron,gaba,T3,,IN12B030,IN12B030,RHS,IN12B030_T3_R,IN12B030_T3_R,-1,6037
778,,descending neuron,acetylcholine,,RHS,DNxn088,DNp60,,DNxn088_CvC_R,DNxn088_CvC_R,1,2182
779,03A,intrinsic neuron,acetylcholine,T1,,IN03A072,IN03A072,LHS,IN03A072_T1_L,IN03A072_T1_L,1,3523
780,11B,intrinsic neuron,gaba,T2,,IN11B022,IN11B022,LHS,IN11B022_T2_L,IN11B022_T2_L,-1,5790
782,00B,efferent neuron,gaba,A8,,EN00B012,EN00B012,Midline,EN00B012_A8_M,EN00B012_A8_M,-1,2407
783,TBD,motor neuron,glutamate,A1,,MNad30,MNad30,LHS,MNad30_AbN2_L,MNad30_AbN2_L,-1,10530
784,13B,intrinsic neuron,gaba,T2,,IN13B038,IN13B038,RHS,IN13B038_T2_R,IN13B038_T2_R,-1,6642
785,,sensory ascending,acetylcholine,,RHS,SApp09,SApp09,,SApp09_DMetaN_R,SApp09_DMetaN_R,1,11036
787,21A,intrinsic neuron,glutamate,T3,,IN21A003,IN21A003,RHS,IN21A003_T3_R,IN21A003_T3_R,-1,8801
788,,sensory neuron,glutamate,,LHS,SNppxx,SNppxx,,SNppxx_MetaLN_L,SNppxx_MetaLN_L,-1,11343
789,16B,intrinsic neuron,glutamate,T1,,IN16B046,IN16B046,RHS,IN16B046_T1_R,IN16B046_T1_R,-1,7378
791,12B,intrinsic neuron,glutamate,T1,,IN12B092,IN12B092,RHS,IN12B092_T1_R,IN12B092_T1_R,-1,6233
792,17A,intrinsic neuron,acetylcholine,T2,,IN17A112,IN17A112,LHS,IN17A112_T2_L,IN17A112_T2_L,1,7796
793,TBD,intrinsic neuron,gaba,A9,,INXXX385,INXXX385,LHS,INXXX385_A9_L,INXXX385_A9_L,-1,10192
794,,sensory neuron,acetylcholine,,RHS,SNpp43,SNpp43,,SNpp43_ProLN_R,SNpp43_ProLN_R,1,11246
795,,sensory neuron,glutamate,,RHS,SNpp51,SNpp51,,SNpp51_ProLN_R,SNpp51_ProLN_R,-1,11290
796,TBD,motor neuron,glutamate,A9,,MNad64,MNad64,RHS,MNad64_AbNT_R,MNad64_AbNT_R,-1,10593
797,,sensory neuron,acetylcholine,,RHS,SNta25,SNta25,,SNta25_MesoLN_R,SNta25_MesoLN_R,-1,11408
798,04B,intrinsic neuron,acetylcholine,T2,,IN04B071,IN04B071,LHS,IN04B071_T2_L,IN04B071_T2_L,1,3931
799,09A,intrinsic neuron,gaba,T3,,IN09A058,IN09A058,RHS,IN09A058_T3_R,IN09A058_T3_R,-1,5297
800,06A,intrinsic neuron,gaba,T2,,IN06A033,IN06A033,RHS,IN06A033_T2_R,IN06A033_T2_R,-1,4246
801,,sensory neuron,acetylcholine,,LHS,SNpp01,SNpp01,,SNpp01_AbN3_L,SNpp01_AbN3_L,1,11145
802,10B,ascending neuron,acetylcholine,T1,LHS,AN10B056,AN10B056,RHS,AN10B056_T1_R,AN10B056_T1_R,1,875
803,04B,ascending neuron,acetylcholine,T2,RHS,AN04B023,AN04B023,RHS,AN04B023_T2_R,AN04B023_T2_R,1,110
804,16B,intrinsic neuron,glutamate,T2,,IN16B068,IN16B068,RHS,IN16B068_T2_R,IN16B068_T2_R,-1,7425
805,01B,intrinsic neuron,gaba,T2,,IN01B037,IN01B037,RHS,IN01B037_T2_R,IN01B037_T2_R,-1,2975
806,,sensory neuron,acetylcholine,,RHS,SNta29,SNta29,,SNta29_MesoLN_R,SNta29_MesoLN_R,-1,11433
807,TBD,intrinsic neuron,glutamate,A10,,INXXX329,INXXX329,LHS,INXXX329_A10_L,INXXX329_A10_L,-1,10048
808,,descending neuron,acetylcholine,,RHS,DNxn144,DNxn144,,DNxn144_CvC_R,DNxn144_CvC_R,1,2292
809,14A,intrinsic neuron,glutamate,T2,,IN14A010,IN14A010,LHS,IN14A010_T2_L,IN14A010_T2_L,-1,6893
810,01B,intrinsic neuron,gaba,T3,,IN01B008,IN01B008,LHS,IN01B008_T3_L,IN01B008_T3_L,-1,2879
811,20A.22A,intrinsic neuron,acetylcholine,T2,,IN20A.22A036,IN20A.22A036,RHS,IN20A.22A036_T2_R,IN20A.22A036_T2_R,1,8614
812,18B,intrinsic neuron,acetylcholine,T3,,IN18B041,IN18B041,RHS,IN18B041_T3_R,IN18B041_T3_R,1,7911
813,,sensory neuron,acetylcholine,,LHS,SNxx29,SNxx29,,SNxx29_MetaLN_L,SNxx29_MetaLN_L,1,11623
814,17B,ascending neuron,gaba,T3,RHS,AN17B013,AN17B013,RHS,AN17B013_T3_R,AN17B013_T3_R,-1,1035
815,,descending neuron,gaba,,RHS,DNnt010,DNnt010,,DNnt010_CvC_R,DNnt010_CvC_R,-1,1597
816,12A,intrinsic neuron,acetylcholine,T1,,IN12A062,IN12A062,RHS,IN12A062_T1_R,IN12A062_T1_R,1,5925
818,15B,motor neuron,glutamate,T1,,MNfl48,Ta depressor MN,RHS,MNfl48_ProLN_R,MNfl48_ProLN_R,-1,10690
819,,sensory neuron,glutamate,,LHS,SNta26,SNta26,,SNta26_MesoLN_L,SNta26_MesoLN_L,1,11413
820,01A,intrinsic neuron,acetylcholine,T1,,IN01A007,IN01A007,LHS,IN01A007_T1_L,IN01A007_T1_L,1,2601
821,04B,intrinsic neuron,acetylcholine,T1,,IN04B021,IN04B021,RHS,IN04B021_T1_R,IN04B021_T1_R,1,3821
823,20A.22A,intrinsic neuron,acetylcholine,T3,,IN20A.22A017,IN20A.22A017,LHS,IN20A.22A017_T3_L,IN20A.22A017_T3_L,1,8560
824,01A,intrinsic neuron,acetylcholine,T1,,IN01A085,IN01A085,RHS,IN01A085_T1_R,IN01A085_T1_R,1,2844
825,08B,intrinsic neuron,acetylcholine,T2,,IN08B085,IN08B085,RHS,IN08B085_T2_R,IN08B085_T2_R,1,5050
826,06A,intrinsic neuron,glutamate,T2,,IN06A065,IN06A065,RHS,IN06A065_T2_R,IN06A065_T2_R,-1,4315
827,TBD,intrinsic neuron,acetylcholine,A9,,INXXX249,INXXX249,RHS,INXXX249_A9_R,INXXX249_A9_R,1,9839
828,13B,intrinsic neuron,gaba,T2,,IN13B025,IN13B025,RHS,IN13B025_T2_R,IN13B025_T2_R,-1,6576
829,TBD,intrinsic neuron,gaba,A2,,INXXX335,INXXX335,LHS,INXXX335_A2_L,INXXX335_A2_L,-1,10072
830,,sensory neuron,glutamate,,LHS,SNxx33,SNxx33,,SNxx33_MetaLN_L,SNxx33_MetaLN_L,-1,11639
