idx,hitting_time,bodyId,cell_type,side,coords,nt,sign,cell_type_side
364,2.0391602279847354,13547,MeVP9,right,,acetylcholine,1,MeVP9_right
365,2.01989951446978,13565,MeVP9,right,,acetylcholine,1,MeVP9_right
366,2.398872257685409,13569,MeVPMe5,right,,glutamate,-1,MeVPMe5_right
367,3.0596557423656936,13574,OLVC4,right,,unclear,1,OLVC4_right
368,2.746866758767524,13588,Li30,right,,gaba,-1,Li30_right
369,2.443438912157377,13594,MeLo8,right,,gaba,-1,MeLo8_right
370,1.9968976877147957,13617,Dm13,right,,gaba,-1,Dm13_right
371,1.9688483727217612,13623,aMe4,right,,acetylcholine,1,aMe4_right
372,1.979494625074249,13634,aMe4,right,,acetylcholine,1,aMe4_right
373,2.439694195779308,13663,MeVP33,right,,acetylcholine,1,MeVP33_right
374,2.4867604649297665,13671,MeLo8,right,,gaba,-1,MeLo8_right
375,2.543389459742119,13673,MeLo8,right,,gaba,-1,MeLo8_right
376,2.601289667597536,13675,MeVC20,right,,glutamate,-1,MeVC20_right
377,1.99360342165815,13678,Dm13,right,,gaba,-1,Dm13_right
378,2.5833714352453487,13679,MeVP18,right,,unclear,1,MeVP18_right
379,2.2243246660172327,13707,LoVP97,right,,unclear,1,LoVP97_right
380,2.628694775728152,13727,LoVP103,right,,unclear,1,LoVP103_right
381,2.328299544047734,13736,LoVC15,right,,gaba,-1,LoVC15_right
382,2.3842978447897893,13776,MeLo8,right,,gaba,-1,MeLo8_right
383,2.698595621012149,13796,MeVC10,left,,acetylcholine,1,MeVC10_left
384,2.0014923317953155,13797,Li29,right,,gaba,-1,Li29_right
385,2.020064891291802,13802,Cm28,right,,unclear,1,Cm28_right
386,2.928136603646577,13808,LPT114,right,,gaba,-1,LPT114_right
387,2.667521264814375,13830,LT52,right,,glutamate,-1,LT52_right
388,1.000986780791152,13838,Dm6,right,,glutamate,-1,Dm6_right
389,2.790715038581819,13842,LPT29,right,,acetylcholine,1,LPT29_right
390,1.996867992217549,13847,Dm13,right,,gaba,-1,Dm13_right
391,2.571515713824687,13849,MeLo8,right,,gaba,-1,MeLo8_right
392,2.001428271555974,13850,Li29,right,,gaba,-1,Li29_right
393,1.0009432398006788,13869,Dm6,right,,glutamate,-1,Dm6_right
394,2.542693198518502,13874,LoVP42,right,,acetylcholine,1,LoVP42_right
395,2.4004085954466383,13881,LoVP106,right,,acetylcholine,1,LoVP106_right
396,1.0016910106371184,13912,Dm6,right,,glutamate,-1,Dm6_right
397,2.4095521614894637,13926,MeLo8,right,,gaba,-1,MeLo8_right
398,1.5172399108077008,13931,MeVP32,right,,acetylcholine,1,MeVP32_right
399,1.9967268697332083,13933,Dm13,right,,gaba,-1,Dm13_right
400,2.5129555643445194,13938,MeVC24,right,,glutamate,-1,MeVC24_right
401,2.807627888165787,13941,LoVP63,right,,unclear,1,LoVP63_right
402,1.942326717342399,13957,aMe4,right,,acetylcholine,1,aMe4_right
403,1.8754875166963,13965,Dm14,right,,glutamate,-1,Dm14_right
404,2.026754495417165,13982,Mi19,right,,serotonin,1,Mi19_right
405,2.3717892597840278,13997,MeLo8,right,,gaba,-1,MeLo8_right
406,2.826576505090711,14002,LC33,right,,glutamate,-1,LC33_right
407,2.9938472323411576,14006,vCal2,right,,glutamate,-1,vCal2_right
408,2.596233094584655,14027,LoVP64,right,,unclear,1,LoVP64_right
409,1.000718677235604,14028,Dm6,right,,glutamate,-1,Dm6_right
410,2.30602199106241,14079,MeLo8,right,,gaba,-1,MeLo8_right
411,1.0011678614544874,14080,Dm6,right,,glutamate,-1,Dm6_right
412,2.975162120732272,14083,LPT114,right,,gaba,-1,LPT114_right
413,1.0010089820413972,14104,Dm6,right,,glutamate,-1,Dm6_right
414,1.895262821528068,14107,Dm14,right,,glutamate,-1,Dm14_right
415,2.5091614538773666,14118,Li30,right,,gaba,-1,Li30_right
416,1.0008218748584352,14129,Dm6,right,,glutamate,-1,Dm6_right
417,2.778264159824028,14142,MeVP46,right,,glutamate,-1,MeVP46_right
418,2.6155516991274586,14179,LT67,right,,unclear,1,LT67_right
419,2.148548124445318,14197,Cm29,right,,gaba,-1,Cm29_right
420,2.466527054290097,14198,MeLo8,right,,gaba,-1,MeLo8_right
421,2.2886581842869003,14199,LoVP58,right,,acetylcholine,1,LoVP58_right
422,1.1838923996096158,14207,aMe3,right,,glutamate,-1,aMe3_right
423,2.852060587064223,14233,LoVP73,right,,unclear,1,LoVP73_right
424,2.4673404222095727,14245,MeLo8,right,,gaba,-1,MeLo8_right
425,2.840490088547181,14258,MeVPMe8,right,,glutamate,-1,MeVPMe8_right
426,1.642392214576697,14299,Mi18,right,,gaba,-1,Mi18_right
427,1.99345678223993,14300,MeVP9,right,,acetylcholine,1,MeVP9_right
428,2.605762779051148,14325,MeVP18,right,,unclear,1,MeVP18_right
429,2.0,14356,aMe15,right,,unclear,1,aMe15_right
430,2.409691526431448,14370,LT51,right,,unclear,1,LT51_right
431,1.000866765803187,14374,Dm6,right,,glutamate,-1,Dm6_right
432,2.4015542548288598,14380,MeLo8,right,,gaba,-1,MeLo8_right
433,2.997256334835596,14416,VST2,right,,acetylcholine,1,VST2_right
434,1.0007692254861749,14422,Dm6,right,,glutamate,-1,Dm6_right
435,1.0014893020035047,14443,Dm6,right,,glutamate,-1,Dm6_right
436,2.756628967029754,14459,LT52,right,,glutamate,-1,LT52_right
437,2.436860111805068,14462,MeLo8,right,,gaba,-1,MeLo8_right
438,2.2510981713675413,14465,LPLC2,right,,acetylcholine,1,LPLC2_right
439,2.767315892542244,14479,LoVP47,right,,glutamate,-1,LoVP47_right
440,2.608408806637015,14485,LT52,right,,glutamate,-1,LT52_right
441,2.090193511356924,14499,aMe9,right,,acetylcholine,1,aMe9_right
442,2.47461367751976,14512,LT55,right,,glutamate,-1,LT55_right
443,2.5422757365929174,14528,MeLo8,right,,gaba,-1,MeLo8_right
444,1.0013961250171748,14531,Dm6,right,,glutamate,-1,Dm6_right
445,1.996125415228736,14544,Dm13,right,,gaba,-1,Dm13_right
446,2.9822363191029235,14571,LPT114,right,,gaba,-1,LPT114_right
447,2.13883036751919,14581,TmY19a,right,,gaba,-1,TmY19a_right
448,2.5798561910397764,14586,LC31b,right,,unclear,1,LC31b_right
449,1.9958330432411169,14595,Dm13,right,,gaba,-1,Dm13_right
450,2.000269717699168,14599,Pm7,right,,gaba,-1,Pm7_right
451,2.024591699681804,14613,aMe22,right,,glutamate,-1,aMe22_right
452,2.5390408818876,14636,DN1a,right,,unclear,1,DN1a_right
453,2.704684830127462,14638,MeVPMe5,left,,glutamate,-1,MeVPMe5_left
454,1.0010022259722322,14645,Dm6,right,,glutamate,-1,Dm6_right
455,1.9408275299037248,14646,aMe4,right,,acetylcholine,1,aMe4_right
456,2.8889239737932426,14647,LPT114,right,,gaba,-1,LPT114_right
457,2.5116472280849647,14650,MeVPMe5,right,,glutamate,-1,MeVPMe5_right
458,2.338766055160173,14671,LT43,right,,gaba,-1,LT43_right
459,1.995991182395351,14676,Dm13,right,,gaba,-1,Dm13_right
460,2.451161773278031,14694,5-HTPMPV01,left,,unclear,1,5-HTPMPV01_left
461,2.6529379564336426,14697,LT51,right,,unclear,1,LT51_right
462,2.592766208891114,14706,LT78,right,,glutamate,-1,LT78_right
463,2.417897284930531,14709,MeLo8,right,,gaba,-1,MeLo8_right
464,2.3613446491832684,14754,MeVP59,right,,acetylcholine,1,MeVP59_right
465,1.992195449406266,14759,Dm13,right,,gaba,-1,Dm13_right
466,2.3985458955321755,14778,MeLo8,right,,gaba,-1,MeLo8_right
467,2.0003633317792286,14800,Pm7,right,,gaba,-1,Pm7_right
468,1.0011432869867654,14812,Dm6,right,,glutamate,-1,Dm6_right
469,2.8393331305432885,14819,LoVP35,right,,unclear,1,LoVP35_right
470,1.985103683586447,14822,aMe4,right,,acetylcholine,1,aMe4_right
471,2.684177612871365,14823,LT51,right,,unclear,1,LT51_right
472,2.925672769945611,14848,LPT114,right,,gaba,-1,LPT114_right
473,2.781232533150403,14867,Li11a,right,,gaba,-1,Li11a_right
474,1.0012737017765194,14872,Dm6,right,,glutamate,-1,Dm6_right
475,1.9539257346940693,14878,aMe4,right,,acetylcholine,1,aMe4_right
476,2.6763962308692646,14879,Li11a,right,,gaba,-1,Li11a_right
477,2.179403178910519,14882,MeVP30,right,,acetylcholine,1,MeVP30_right
478,2.001100497540372,14886,Li17,right,,gaba,-1,Li17_right
479,1.000898963265476,14898,Dm6,right,,glutamate,-1,Dm6_right
480,2.0011854938237463,14903,Li17,right,,gaba,-1,Li17_right
481,1.966661093387072,14919,Lawf2,right,,acetylcholine,1,Lawf2_right
482,2.0002154471282028,14927,Dm13,right,,gaba,-1,Dm13_right
483,2.310143863171145,14929,MeVP8,right,,acetylcholine,1,MeVP8_right
484,1.8977286695095488,14945,Dm14,right,,glutamate,-1,Dm14_right
485,2.9091662621464263,14947,MeVPMe8,right,,glutamate,-1,MeVPMe8_right
486,2.447246571837011,14977,MeVP54,right,,unclear,1,MeVP54_right
487,2.2099323283547405,15000,PVLP046,left,,gaba,-1,PVLP046_left
488,2.355564552017825,15007,aMe26,right,,acetylcholine,1,aMe26_right
489,2.0658723313558363,15021,aMe9,right,,acetylcholine,1,aMe9_right
490,1.8956460161199864,15025,Cm28,right,,unclear,1,Cm28_right
491,2.3860893206285425,15029,aMe26,right,,acetylcholine,1,aMe26_right
492,2.6436439317781466,15042,LoVC22,left,,dopamine,1,LoVC22_left
493,2.6209268645790678,15057,Li11b,right,,gaba,-1,Li11b_right
494,1.9958955928225417,15069,Dm13,right,,gaba,-1,Dm13_right
495,2.412860734977281,15073,MeLo8,right,,gaba,-1,MeLo8_right
496,2.826664929224709,15074,LoVP68,right,,unclear,1,LoVP68_right
497,1.945778837810167,15094,Dm18,right,,gaba,-1,Dm18_right
498,2.356492334336658,15095,MeLo8,right,,gaba,-1,MeLo8_right
499,2.7275108171026634,15109,LT74,right,,glutamate,-1,LT74_right
500,1.0,15110,aMe6a,right,,acetylcholine,1,aMe6a_right
501,2.7679924660605133,15112,MeVP46,right,,glutamate,-1,MeVP46_right
502,2.4709584772345625,15116,MeVP18,right,,unclear,1,MeVP18_right
503,2.0056000892952186,15127,Pm9,right,,gaba,-1,Pm9_right
504,2.636836474480876,15150,LT52,right,,glutamate,-1,LT52_right
505,2.0727202269057994,15152,MeVPaMe2,left,,glutamate,-1,MeVPaMe2_left
506,2.365772394248086,15159,Cm25,right,,glutamate,-1,Cm25_right
507,2.000357328921755,15166,Pm2a,right,,gaba,-1,Pm2a_right
508,2.1434392006580545,15194,TmY19a,right,,gaba,-1,TmY19a_right
509,1.9772325310663068,15213,Dm13,right,,gaba,-1,Dm13_right
510,2.900542839747164,15219,MeVPMe9,right,,glutamate,-1,MeVPMe9_right
511,2.0067513612738868,15243,Pm9,right,,gaba,-1,Pm9_right
512,1.0006540494509375,15248,Dm6,right,,glutamate,-1,Dm6_right
513,2.0,15264,PLP080,right,,unclear,1,PLP080_right
514,1.978409809039125,15268,Dm13,right,,gaba,-1,Dm13_right
515,2.001004390976788,15281,Li17,right,,gaba,-1,Li17_right
516,2.0552999177632088,15307,MeVP60,right,,unclear,1,MeVP60_right
517,2.0100122503467075,15308,Pm9,right,,gaba,-1,Pm9_right
518,2.2416796350511863,15319,AOTU045,right,,unclear,1,AOTU045_right
519,2.533673960487972,15334,MeVP62,right,,acetylcholine,1,MeVP62_right
520,2.280182679201749,15343,LoVC17,right,,gaba,-1,LoVC17_right
521,2.450809366637646,15348,LLPC4,right,,acetylcholine,1,LLPC4_right
522,2.8143002505887376,15363,LoVP59,right,,unclear,1,LoVP59_right
523,1.9913721815451857,15366,Dm13,right,,gaba,-1,Dm13_right
524,2.6171370115207964,15367,LT52,right,,glutamate,-1,LT52_right
525,2.000198193684517,15368,Dm13,right,,gaba,-1,Dm13_right
526,2.967432608035625,15371,LPT51,right,,glutamate,-1,LPT51_right
527,2.342387437942886,15377,aMe26,right,,acetylcholine,1,aMe26_right
528,1.9958365275190184,15392,Dm13,right,,gaba,-1,Dm13_right
529,2.7455668056796423,15400,LoVP67,right,,unclear,1,LoVP67_right
530,2.7551808342685926,15402,LT51,right,,unclear,1,LT51_right
531,1.9889362195528504,15412,Dm18,right,,gaba,-1,Dm18_right
532,2.9970354652931586,15422,VST2,right,,acetylcholine,1,VST2_right
533,2.0011729384159573,15440,Li17,right,,gaba,-1,Li17_right
534,2.080781275669665,15447,MeVP48,right,,unclear,1,MeVP48_right
535,2.0772762002721,15460,Pm3,right,,gaba,-1,Pm3_right
536,2.502173705894524,15468,MeLo8,right,,gaba,-1,MeLo8_right
537,1.9916652576104736,15494,Dm18,right,,gaba,-1,Dm18_right
538,2.10353363196588,15497,TmY19a,right,,gaba,-1,TmY19a_right
539,2.0063907638103893,15510,Pm9,right,,gaba,-1,Pm9_right
540,2.210101977573755,15514,AN27X013,right,,unclear,1,AN27X013_right
541,1.9914945427180544,15562,Dm18,right,,gaba,-1,Dm18_right
542,2.499162964123424,15576,LoVP40,right,,glutamate,-1,LoVP40_right
543,2.7015574366734016,15581,LC9,right,,acetylcholine,1,LC9_right
544,2.594754069394406,15584,LT52,right,,glutamate,-1,LT52_right
545,2.6181235223927524,15586,LoVP31,right,,unclear,1,LoVP31_right
546,1.000808757271508,15589,Dm6,right,,glutamate,-1,Dm6_right
547,2.6481975095732606,15593,LoVP48,right,,acetylcholine,1,LoVP48_right
548,1.0010338541172994,15608,Dm6,right,,glutamate,-1,Dm6_right
549,2.0956057565846846,15635,PS272,right,,unclear,1,PS272_right
550,2.6808802699545184,15642,LC33,right,,glutamate,-1,LC33_right
551,2.069872242689784,15644,Pm3,right,,gaba,-1,Pm3_right
552,2.581442789299519,15656,MeVP62,right,,acetylcholine,1,MeVP62_right
553,2.0147263082592146,15661,MeLo9,right,,glutamate,-1,MeLo9_right
554,1.0011367274581262,15670,Dm6,right,,glutamate,-1,Dm6_right
555,1.0002541799286413,15680,aMe6c,right,,glutamate,-1,aMe6c_right
556,2.2991782647508727,15688,LoVP50,right,,acetylcholine,1,LoVP50_right
557,2.4565524849116764,15716,LoVP45,right,,glutamate,-1,LoVP45_right
558,1.8559111769680832,15719,Mi18,right,,gaba,-1,Mi18_right
559,2.6097341718532414,15737,LoVP107,right,,unclear,1,LoVP107_right
560,2.0661650674983,15741,Pm3,right,,gaba,-1,Pm3_right
561,2.18056841515582,15743,TmY14,right,,glutamate,-1,TmY14_right
562,2.990166941612653,15745,LPT114,right,,gaba,-1,LPT114_right
563,2.000328553243905,15750,Pm7,right,,gaba,-1,Pm7_right
564,1.870427685377701,15752,Dm14,right,,glutamate,-1,Dm14_right
565,2.666126049418167,15761,LoVP108,right,,gaba,-1,LoVP108_right
566,2.307447434804846,15770,MeVPMe5,left,,glutamate,-1,MeVPMe5_left
567,2.4296954923306995,15771,LT76,right,,unclear,1,LT76_right
568,1.737607609011791,15790,Mi18,right,,gaba,-1,Mi18_right
569,2.014865331611148,15814,TmY19a,right,,gaba,-1,TmY19a_right
570,2.067512962671098,15826,Pm3,right,,gaba,-1,Pm3_right
571,2.0012666277262205,15829,Li17,right,,gaba,-1,Li17_right
572,2.3901069695481523,15832,s-LNv,right,,unclear,1,s-LNv_right
573,2.0591181321453216,15838,Pm3,right,,gaba,-1,Pm3_right
574,2.0002121541647515,15853,Dm13,right,,gaba,-1,Dm13_right
575,1.998288730114442,15858,Dm18,right,,gaba,-1,Dm18_right
576,2.068820351827348,15863,SLP249,right,,unclear,1,SLP249_right
577,2.532311145826174,15868,MeVP62,right,,acetylcholine,1,MeVP62_right
578,2.340942319965891,15870,MeVP8,right,,acetylcholine,1,MeVP8_right
579,2.001064890859903,15891,Dm18,right,,gaba,-1,Dm18_right
580,1.0010510851513734,15892,Dm6,right,,glutamate,-1,Dm6_right
581,2.1773585804047,15908,LoVP50,right,,acetylcholine,1,LoVP50_right
582,2.0002279393315336,15909,Li28,right,,gaba,-1,Li28_right
583,2.0134936703331547,15910,MeLo9,right,,glutamate,-1,MeLo9_right
584,1.7240791009697634,15925,Mi18,right,,gaba,-1,Mi18_right
585,2.574104604378598,15943,LoVP74,right,,unclear,1,LoVP74_right
586,2.4875553236409043,15987,LoVP46,right,,glutamate,-1,LoVP46_right
587,2.010828203772184,16002,Pm9,right,,gaba,-1,Pm9_right
588,2.015205968232728,16004,MeLo9,right,,glutamate,-1,MeLo9_right
589,2.0470871902556937,16007,TmY19a,right,,gaba,-1,TmY19a_right
590,2.000240641711452,16033,Li28,right,,gaba,-1,Li28_right
591,1.918301663592176,16034,Dm14,right,,glutamate,-1,Dm14_right
592,2.310167583036335,16064,aMe8,right,,acetylcholine,1,aMe8_right
593,2.9606556894711464,16066,LPT114,right,,gaba,-1,LPT114_right
594,1.7018218016911346,16069,Mi18,right,,gaba,-1,Mi18_right
595,2.000297266593461,16106,Pm7,right,,gaba,-1,Pm7_right
596,1.814201858435584,16117,Mi18,right,,gaba,-1,Mi18_right
597,2.063091002224033,16128,LC4,right,,acetylcholine,1,LC4_right
598,2.589227741667078,16137,LT73,right,,glutamate,-1,LT73_right
599,2.0516214661289123,16138,LC4,right,,acetylcholine,1,LC4_right
600,2.0905932971505186,16140,TmY19a,right,,gaba,-1,TmY19a_right
601,2.7621556145245454,16153,LT72,right,,acetylcholine,1,LT72_right
602,2.5261362466520225,16154,LT78,right,,glutamate,-1,LT78_right
603,3.0002137309792247,16157,MeVPMe8,left,,glutamate,-1,MeVPMe8_left
604,1.885153993509534,16170,Dm14,right,,glutamate,-1,Dm14_right
605,2.004790448627767,16184,Pm9,right,,gaba,-1,Pm9_right
606,2.5956933111858125,16195,LoVP30,right,,unclear,1,LoVP30_right
607,1.9951926885054097,16213,Pm7,right,,gaba,-1,Pm7_right
608,2.4222016009865985,16218,LOLP1,right,,gaba,-1,LOLP1_right
609,2.0482498498321684,16229,Cm28,right,,unclear,1,Cm28_right
610,1.8458946240185905,16237,Dm14,right,,glutamate,-1,Dm14_right
611,1.7670558399587717,16253,MeVPMe10,right,,glutamate,-1,MeVPMe10_right
612,2.0014896384123086,16260,Li17,right,,gaba,-1,Li17_right
613,2.064369604895704,16271,Pm3,right,,gaba,-1,Pm3_right
614,20.0,16273,PS272,left,,unclear,1,PS272_left
615,2.6543742573122326,16284,LT52,right,,glutamate,-1,LT52_right
616,2.9872437403970613,16286,LPT23,right,,acetylcholine,1,LPT23_right
617,2.6167014155536807,16291,MeLo10,right,,glutamate,-1,MeLo10_right
618,2.770266110793432,16316,LoVP69,right,,acetylcholine,1,LoVP69_right
619,2.3612977718503654,16323,PS272,right,,unclear,1,PS272_right
620,2.090705525880896,16325,TmY19b,right,,gaba,-1,TmY19b_right
621,1.0088008778564903,16333,Dm4,right,,glutamate,-1,Dm4_right
622,1.3910366795942295,16354,Tm5a,right,,acetylcholine,1,Tm5a_right
623,2.000150854023752,16355,Dm13,right,,gaba,-1,Dm13_right
624,2.4770257230719688,16366,LoVP50,right,,acetylcholine,1,LoVP50_right
625,1.754668009896715,16367,MeVPLo2,right,,acetylcholine,1,MeVPLo2_right
626,2.809758645135992,16373,LT63,right,,acetylcholine,1,LT63_right
627,1.9954299774493296,16375,Dm13,right,,gaba,-1,Dm13_right
628,2.045776639105426,16388,Pm3,right,,gaba,-1,Pm3_right
629,2.8080334350197784,16390,LT63,right,,acetylcholine,1,LT63_right
630,2.195002189105728,16396,TmY19a,right,,gaba,-1,TmY19a_right
631,1.01340868020233,16413,Dm4,right,,glutamate,-1,Dm4_right
632,2.577267871293868,16415,Li30,right,,gaba,-1,Li30_right
633,2.0011534456650666,16429,Li17,right,,gaba,-1,Li17_right
634,2.0082646737776937,16435,TmY19a,right,,gaba,-1,TmY19a_right
635,2.16746984413003,16461,s-LNv,right,,unclear,1,s-LNv_right
636,2.0005915155961467,16465,Dm18,right,,gaba,-1,Dm18_right
637,2.3537212025101657,16469,LPLC4,right,,acetylcholine,1,LPLC4_right
638,2.774350996909653,16474,LT60,right,,acetylcholine,1,LT60_right
639,1.854922749222438,16478,Dm14,right,,glutamate,-1,Dm14_right
640,2.125186259665864,16512,MeVP27,right,,unclear,1,MeVP27_right
641,2.0636308385476294,16514,Pm3,right,,gaba,-1,Pm3_right
642,1.9864433278471472,16538,Dm18,right,,gaba,-1,Dm18_right
643,2.0002106906496637,16545,Li28,right,,gaba,-1,Li28_right
644,2.6882389943814142,16549,Li30,right,,gaba,-1,Li30_right
645,2.5368464597676086,16552,s-LNv,right,,unclear,1,s-LNv_right
646,2.995849039900344,16570,VST2,right,,acetylcholine,1,VST2_right
647,1.902665500579884,16572,Dm14,right,,glutamate,-1,Dm14_right
648,2.00025442957834,16574,Pm7,right,,gaba,-1,Pm7_right
649,1.9889162190144205,16587,Dm18,right,,gaba,-1,Dm18_right
650,2.4626670943261177,16590,LC33,right,,glutamate,-1,LC33_right
651,2.0095785001245057,16597,Pm9,right,,gaba,-1,Pm9_right
652,1.9898577991143072,16600,Dm18,right,,gaba,-1,Dm18_right
653,1.9378698897015765,16602,LoVC23,left,,gaba,-1,LoVC23_left
654,2.999410012128312,16606,VST2,right,,acetylcholine,1,VST2_right
655,2.392224210626713,16609,LoVP65,right,,unclear,1,LoVP65_right
656,2.1158371789595503,16611,TmY19b,right,,gaba,-1,TmY19b_right
657,2.1623728123293366,16618,MeLo11,right,,glutamate,-1,MeLo11_right
658,2.0562149117609643,16628,LC4,right,,acetylcholine,1,LC4_right
659,2.1067689742156634,16633,TmY19b,right,,gaba,-1,TmY19b_right
660,2.046102937874876,16643,Pm8,right,,gaba,-1,Pm8_right
661,1.971477795419064,16645,Mi18,right,,gaba,-1,Mi18_right
662,2.796323507474693,16652,MeVPMe9,right,,glutamate,-1,MeVPMe9_right
663,2.011583158946248,16653,Pm9,right,,gaba,-1,Pm9_right
664,2.3964032689047534,16664,MeVP35,right,,unclear,1,MeVP35_right
665,2.981508698355692,16670,LPT114,right,,gaba,-1,LPT114_right
666,1.7566777638526996,16674,aMe10,left,,acetylcholine,1,aMe10_left
667,1.0064473628573278,16678,Dm4,right,,glutamate,-1,Dm4_right
668,2.285056288080839,16683,Cm26,right,,glutamate,-1,Cm26_right
669,2.0599627282777893,16689,Pm8,right,,gaba,-1,Pm8_right
670,2.1201973901630784,16717,LoVC23,left,,gaba,-1,LoVC23_left
671,1.0085288531658467,16726,Dm4,right,,glutamate,-1,Dm4_right
672,1.9968469539264757,16743,Dm18,right,,gaba,-1,Dm18_right
673,2.264311328552456,16748,LC33,right,,glutamate,-1,LC33_right
674,2.000156779456425,16755,Dm13,right,,gaba,-1,Dm13_right
675,2.0588755710079862,16760,Pm3,right,,gaba,-1,Pm3_right
676,2.969474692858309,16761,MeVPMe9,right,,glutamate,-1,MeVPMe9_right
677,2.000386149355362,16770,Pm2b,right,,gaba,-1,Pm2b_right
678,2.017990381557881,16777,MeLo9,right,,glutamate,-1,MeLo9_right
679,2.0001520981641363,16792,Dm13,right,,gaba,-1,Dm13_right
680,2.6410518292290663,16819,LPT31,right,,unclear,1,LPT31_right
681,2.7151625727511246,16826,LT55,left,,glutamate,-1,LT55_left
682,2.494496641397127,16837,LLPC4,right,,acetylcholine,1,LLPC4_right
683,2.597973217501191,16859,LT77,right,,glutamate,-1,LT77_right
684,2.0663613247276933,16861,TmY19b,right,,gaba,-1,TmY19b_right
685,2.0112543408906696,16865,MeLo9,right,,glutamate,-1,MeLo9_right
686,2.271228029769664,16866,aMe8,right,,acetylcholine,1,aMe8_right
687,2.9936700741113027,16875,LPT51,right,,glutamate,-1,LPT51_right
688,2.6895384698768745,16876,LT78,right,,glutamate,-1,LT78_right
689,2.138813664940365,16880,PLP231,right,,unclear,1,PLP231_right
690,2.000344719405004,16890,Pm2b,right,,gaba,-1,Pm2b_right
691,2.000300616607193,16896,Pm2b,right,,gaba,-1,Pm2b_right
692,2.7265121800192795,16936,LPT31,right,,unclear,1,LPT31_right
693,2.000697956964234,16940,Pm6,right,,gaba,-1,Pm6_right
694,1.69261071065922,16948,Mi18,right,,gaba,-1,Mi18_right
695,2.0015149260133915,16955,Mi18,right,,gaba,-1,Mi18_right
696,2.240931586264351,16975,Li36,right,,glutamate,-1,Li36_right
