,bodyid,hemilineage,class,predictedNt,somaNeuromere,rootSide,systematicType,type,somaSide,name,combined_type,nt_binary,idx
200,10058,,descending neuron,gaba,,LHS,DNxl048,DNg108,,DNxl048_CvC_L,DNxl048_CvC_L,-1,31
201,100580,21A,intrinsic neuron,glutamate,T1,,IN21A073,IN21A073,RHS,IN21A073_T1_R,IN21A073_T1_R,-1,20226
202,100584,12B,intrinsic neuron,gaba,T1,,IN12B043,IN12B043,RHS,IN12B043_T1_R,IN12B043_T1_R,-1,20227
203,100586,20A.22A,intrinsic neuron,acetylcholine,T1,,IN20A.22A082,IN20A.22A082,LHS,IN20A.22A082_T1_L,IN20A.22A082_T1_L,1,20228
204,100587,18B,intrinsic neuron,acetylcholine,T2,,IN18B012,IN18B012,RHS,IN18B012_T2_R,IN18B012_T2_R,1,20229
205,10059,TBD,intrinsic neuron,gaba,T1,,INXXX003,INXXX003,RHS,INXXX003_T1_R,INXXX003_T1_R,-1,32
206,100591,17A,intrinsic neuron,acetylcholine,T2,,IN17A090,IN17A090,RHS,IN17A090_T2_R,IN17A090_T2_R,1,20230
207,100598,04B,intrinsic neuron,acetylcholine,T3,,IN04B068,IN04B068,LHS,IN04B068_T3_L,IN04B068_T3_L,1,20231
208,100599,19A,intrinsic neuron,gaba,T2,,IN19A069,IN19A069,LHS,IN19A069_T2_L,IN19A069_T2_L,-1,20232
209,10060,16B,intrinsic neuron,glutamate,T1,,IN16B020,IN16B020,LHS,IN16B020_T1_L,IN16B020_T1_L,-1,33
210,10061,,descending neuron,acetylcholine,,LHS,DNxl053,DNxl053,,DNxl053_CvC_L,DNxl053_CvC_L,1,34
211,100612,TBD,motor neuron,glutamate,A6,,MNad13,MNad13,LHS,MNad13_AbN4_L,MNad13_AbN4_L,-1,20233
212,100614,20A.22A,intrinsic neuron,acetylcholine,T1,,IN20A.22A077,IN20A.22A077,RHS,IN20A.22A077_T1_R,IN20A.22A077_T1_R,1,20234
213,10062,21A,intrinsic neuron,glutamate,T2,,IN21A002,IN21A002,RHS,IN21A002_T2_R,IN21A002_T2_R,-1,35
214,10063,19B,ascending neuron,acetylcholine,T1,LHS,AN19B001,AN19B001,RHS,AN19B001_T1_R,AN19B001_T1_R,1,36
215,10064,16B,motor neuron,glutamate,T2,,MNwm17,b2 MN,RHS,MNwm17_ADMN_R,MNwm17_ADMN_R,-1,37
216,100640,03A,intrinsic neuron,acetylcholine,T3,,IN03A062,IN03A062,LHS,IN03A062_T3_L,IN03A062_T3_L,1,20235
217,100641,12B,intrinsic neuron,gaba,T3,,IN12B041,IN12B041,RHS,IN12B041_T3_R,IN12B041_T3_R,-1,20236
218,100643,07B,intrinsic neuron,acetylcholine,T3,,IN07B051,IN07B051,RHS,IN07B051_T3_R,IN07B051_T3_R,1,20237
219,100644,07B,ascending neuron,acetylcholine,T3,LHS,AN07B085,AN07B085,RHS,AN07B085_T3_R,AN07B085_T3_R,1,20238
220,10065,TBD,intrinsic neuron,gaba,T1,,INXXX003,INXXX003,LHS,INXXX003_T1_L,INXXX003_T1_L,-1,38
221,100655,21A,intrinsic neuron,glutamate,T2,,IN21A058,IN21A058,RHS,IN21A058_T2_R,IN21A058_T2_R,-1,20239
222,100656,21A,intrinsic neuron,glutamate,T2,,IN21A077,IN21A077,RHS,IN21A077_T2_R,IN21A077_T2_R,-1,20240
223,100657,19A,intrinsic neuron,gaba,T2,,IN19A051,IN19A051,RHS,IN19A051_T2_R,IN19A051_T2_R,-1,20241
224,10066,05B,intrinsic neuron,gaba,T3,,IN05B003,IN05B003,RHS,IN05B003_T3_R,IN05B003_T3_R,-1,39
225,100663,02A,ascending neuron,glutamate,T3,RHS,AN02A022,AN02A022,RHS,AN02A022_T3_R,AN02A022_T3_R,-1,20242
226,100669,,sensory neuron,acetylcholine,,LHS,SNpp50,SNpp50,,SNpp50_MetaLN_L,SNpp50_MetaLN_L,1,20243
227,10067,16B,motor neuron,glutamate,T2,,MNwm18,b3 MN,RHS,MNwm18_ADMN_R,MNwm18_ADMN_R,-1,40
228,100672,,sensory neuron,acetylcholine,,LHS,SNpp50,SNpp50,,SNpp50_MetaLN_L,SNpp50_MetaLN_L,1,20244
229,100675,,sensory neuron,acetylcholine,,LHS,SNpp50,SNpp50,,SNpp50_MetaLN_L,SNpp50_MetaLN_L,1,20245
230,100677,,sensory neuron,glutamate,,LHS,SNppxx,SNppxx,,SNppxx_MetaLN_L,SNppxx_MetaLN_L,-1,20246
231,100679,,sensory neuron,glutamate,,LHS,SNppxx,SNppxx,,SNppxx_MetaLN_L,SNppxx_MetaLN_L,-1,20247
232,10068,08A,motor neuron,glutamate,T2,,MNwm34,TTMn,LHS,MNwm34_PDMNp_L,MNwm34_PDMNp_L,-1,41
233,100680,,sensory neuron,glutamate,,LHS,SNppxx,SNppxx,,SNppxx_MetaLN_L,SNppxx_MetaLN_L,-1,20248
234,100681,,sensory neuron,glutamate,,LHS,SNpp60,SNpp60,,SNpp60_MetaLN_L,SNpp60_MetaLN_L,-1,20249
235,100688,,sensory neuron,acetylcholine,,LHS,SNpp56,SNpp56,,SNpp56_MetaLN_L,SNpp56_MetaLN_L,1,20250
236,100691,00A,intrinsic neuron,gaba,T3,,IN00A014,IN00A014,Midline,IN00A014_T3_M,IN00A014_T3_M,-1,20251
237,100692,10B,ascending neuron,acetylcholine,T3,LHS,AN10B049,AN10B049,RHS,AN10B049_T3_R,AN10B049_T3_R,1,20252
238,100693,10B,ascending neuron,acetylcholine,T3,LHS,AN10B060,AN10B060,RHS,AN10B060_T3_R,AN10B060_T3_R,1,20253
239,100697,10B,intrinsic neuron,acetylcholine,T3,,IN10B050,IN10B050,RHS,IN10B050_T3_R,IN10B050_T3_R,1,20254
240,10070,12B,intrinsic neuron,gaba,T1,,IN12B002,IN12B002,RHS,IN12B002_T1_R,IN12B002_T1_R,-1,42
241,100705,20A.22A,intrinsic neuron,acetylcholine,T3,,IN20A.22A047,IN20A.22A047,LHS,IN20A.22A047_T3_L,IN20A.22A047_T3_L,1,20255
242,100706,13A,intrinsic neuron,glutamate,T2,,IN13A045,IN13A045,LHS,IN13A045_T2_L,IN13A045_T2_L,-1,20256
243,100707,15B,motor neuron,glutamate,T2,,MNml40,Ti flexor MN,LHS,MNml40_MesoLN_L,MNml40_MesoLN_L,-1,20257
244,10071,19A,intrinsic neuron,gaba,T1,,IN19A061,IN19A061,RHS,IN19A061_T1_R,IN19A061_T1_R,-1,43
245,10072,17A,intrinsic neuron,acetylcholine,T2,,IN17A001,IN17A001,RHS,IN17A001_T2_R,IN17A001_T2_R,1,44
246,100725,03B,motor neuron,glutamate,T2,,MNwm28,iii3 MN,LHS,MNwm28_MesoAN_L,MNwm28_MesoAN_L,-1,20258
247,100726,16B,intrinsic neuron,glutamate,T2,,IN16B052,IN16B052,RHS,IN16B052_T2_R,IN16B052_T2_R,-1,20259
248,10073,03B,intrinsic neuron,glutamate,T2,,IN03B002,w-cHIN,LHS,IN03B002_T2_L,IN03B002_T2_L,-1,45
249,100732,13A,intrinsic neuron,gaba,T2,,IN13A057,IN13A057,RHS,IN13A057_T2_R,IN13A057_T2_R,-1,20260
250,10074,18X,motor neuron,acetylcholine,T2,,MNwm19,"DLMn a, b",LHS,MNwm19_PDMNa_R,MNwm19_PDMNa_R,1,46
251,10075,10B,intrinsic neuron,acetylcholine,T2,,IN10B001,IN10B001,LHS,IN10B001_T2_L,IN10B001_T2_L,1,47
252,10076,05B,intrinsic neuron,gaba,T2,,IN05B001,IN05B001,LHS,IN05B001_T2_L,IN05B001_T2_L,-1,48
253,100772,,sensory neuron,glutamate,,LHS,SNta32,SNta32,,SNta32_MetaLN_L,SNta32_MetaLN_L,-1,20261
254,100774,,sensory ascending,acetylcholine,,LHS,SApp12,SApp12,,SApp12_DMetaN_L,SApp12_DMetaN_L,1,20262
255,100775,01A,intrinsic neuron,acetylcholine,T2,,IN01A079,IN01A079,LHS,IN01A079_T2_L,IN01A079_T2_L,1,20263
256,100776,20A.22A,intrinsic neuron,acetylcholine,T2,,IN20A.22A067,IN20A.22A067,RHS,IN20A.22A067_T2_R,IN20A.22A067_T2_R,1,20264
257,100777,08A,intrinsic neuron,glutamate,T2,,IN08A032,IN08A032,RHS,IN08A032_T2_R,IN08A032_T2_R,-1,20265
258,100781,02A,intrinsic neuron,glutamate,T2,,IN02A008,IN02A008,LHS,IN02A008_T2_L,IN02A008_T2_L,-1,20266
259,100784,06A,intrinsic neuron,gaba,T3,,IN06A108,IN06A108,RHS,IN06A108_T3_R,IN06A108_T3_R,-1,20267
260,100789,14A,intrinsic neuron,glutamate,T2,,IN14A061,IN14A061,LHS,IN14A061_T2_L,IN14A061_T2_L,-1,20268
261,100790,16B,intrinsic neuron,glutamate,T2,,IN16B073,IN16B073,RHS,IN16B073_T2_R,IN16B073_T2_R,-1,20269
262,100791,20A.22A,intrinsic neuron,acetylcholine,T2,,IN20A.22A063,IN20A.22A063,RHS,IN20A.22A063_T2_R,IN20A.22A063_T2_R,1,20270
263,100793,12B,intrinsic neuron,gaba,T3,,IN12B049,IN12B049,RHS,IN12B049_T3_R,IN12B049_T3_R,-1,20271
264,100796,TBD,intrinsic neuron,gaba,A7,,INXXX369,INXXX369,LHS,INXXX369_A7_L,INXXX369_A7_L,-1,20272
265,100799,16B,intrinsic neuron,glutamate,T1,,IN16B061,IN16B061,RHS,IN16B061_T1_R,IN16B061_T1_R,-1,20273
266,100801,12B,intrinsic neuron,gaba,T3,,IN12B048,IN12B048,RHS,IN12B048_T3_R,IN12B048_T3_R,-1,20274
267,100802,21A,intrinsic neuron,glutamate,T3,,IN21A099,IN21A099,LHS,IN21A099_T3_L,IN21A099_T3_L,-1,20275
268,100803,01A,intrinsic neuron,acetylcholine,T3,,IN01A084,IN01A084,LHS,IN01A084_T3_L,IN01A084_T3_L,1,20276
269,100808,,sensory neuron,acetylcholine,,RHS,SNpp43,SNpp43,,SNpp43_ProLN_R,SNpp43_ProLN_R,1,20277
270,100813,20A.22A,intrinsic neuron,acetylcholine,T1,,IN20A.22A038,IN20A.22A038,RHS,IN20A.22A038_T1_R,IN20A.22A038_T1_R,-1,20278
271,10082,05B,intrinsic neuron,gaba,T1,,IN05B002,IN05B002,LHS,IN05B002_T1_L,IN05B002_T1_L,-1,49
272,100820,21A,intrinsic neuron,acetylcholine,T3,,IN21A010,IN21A010,LHS,IN21A010_T3_L,IN21A010_T3_L,1,20279
273,100821,06B,intrinsic neuron,gaba,T2,,IN06B029,IN06B029,RHS,IN06B029_T2_R,IN06B029_T2_R,-1,20280
274,100822,21A,intrinsic neuron,glutamate,T3,,IN21A066,IN21A066,LHS,IN21A066_T3_L,IN21A066_T3_L,-1,20281
275,100824,TBD,motor neuron,glutamate,T3,,MNhl69,MNhl69,LHS,MNhl69_MetaLN_L,MNhl69_MetaLN_L,-1,20282
276,100826,19A,motor neuron,glutamate,T3,,MNhl09,Tr extensor MN,LHS,MNhl09_MetaLN_L,MNhl09_MetaLN_L,-1,20283
277,100828,20A.22A,intrinsic neuron,acetylcholine,T3,,IN20A.22A017,IN20A.22A017,LHS,IN20A.22A017_T3_L,IN20A.22A017_T3_L,1,20284
278,100829,01B,intrinsic neuron,gaba,T3,,IN01B040,IN01B040,LHS,IN01B040_T3_L,IN01B040_T3_L,-1,20285
279,10083,27X,intrinsic neuron,gaba,T2,,IN27X002,vMS17,RHS,IN27X002_T2_R,IN27X002_T2_R,-1,50
280,100830,01B,intrinsic neuron,gaba,T3,,IN01B059,IN01B059,LHS,IN01B059_T3_L,IN01B059_T3_L,-1,20286
281,10084,01A,intrinsic neuron,acetylcholine,T2,,IN01A001,IN01A001,RHS,IN01A001_T2_R,IN01A001_T2_R,1,51
282,10085,11A,intrinsic neuron,gaba,T1,,IN11A001,IN11A001,RHS,IN11A001_T1_R,IN11A001_T1_R,-1,52
283,100851,07B,intrinsic neuron,acetylcholine,T3,,IN07B067,IN07B067,RHS,IN07B067_T3_R,IN07B067_T3_R,1,20287
284,100852,16B,intrinsic neuron,glutamate,T3,,IN16B111,IN16B111,RHS,IN16B111_T3_R,IN16B111_T3_R,-1,20288
285,100855,08A,intrinsic neuron,gaba,T2,,IN08A006,IN08A006,RHS,IN08A006_T2_R,IN08A006_T2_R,-1,20289
286,10086,,descending neuron,gaba,,LHS,DNxl055,DNg105,,DNxl055_CvC_L,DNxl055_CvC_L,-1,53
287,10087,07B,intrinsic neuron,acetylcholine,T2,,IN07B001,IN07B001,LHS,IN07B001_T2_L,IN07B001_T2_L,1,54
288,100871,19A,intrinsic neuron,gaba,T2,,IN19A054,IN19A054,RHS,IN19A054_T2_R,IN19A054_T2_R,-1,20290
289,100872,14A,intrinsic neuron,glutamate,T2,,IN14A034,IN14A034,LHS,IN14A034_T2_L,IN14A034_T2_L,-1,20291
290,10088,03B,motor neuron,glutamate,T1,,MNwm20,DLMn c-f,LHS,MNwm20_PDMNa_L,MNwm20_PDMNa_L,-1,55
291,10089,08B,intrinsic neuron,acetylcholine,T1,,IN08B001,IN08B001,LHS,IN08B001_T1_L,IN08B001_T1_L,1,56
292,100897,08A,intrinsic neuron,glutamate,T3,,IN08A019,IN08A019,LHS,IN08A019_T3_L,IN08A019_T3_L,-1,20292
293,10090,07B,intrinsic neuron,acetylcholine,T1,,IN07B002,IN07B002,RHS,IN07B002_T1_R,IN07B002_T1_R,1,57
294,100900,20A.22A,intrinsic neuron,acetylcholine,T3,,IN20A.22A017,IN20A.22A017,LHS,IN20A.22A017_T3_L,IN20A.22A017_T3_L,1,20293
295,100904,13A,intrinsic neuron,gaba,T2,,IN13A020,IN13A020,RHS,IN13A020_T2_R,IN13A020_T2_R,-1,20294
296,10091,08B,intrinsic neuron,acetylcholine,T1,,IN08B001,IN08B001,RHS,IN08B001_T1_R,IN08B001_T1_R,1,58
297,100911,08A,intrinsic neuron,glutamate,T2,,IN08A027,IN08A027,RHS,IN08A027_T2_R,IN08A027_T2_R,-1,20295
298,100917,11A,intrinsic neuron,acetylcholine,T2,,IN11A041,IN11A041,LHS,IN11A041_T2_L,IN11A041_T2_L,1,20296
299,100924,09A,intrinsic neuron,gaba,T3,,IN09A094,IN09A094,RHS,IN09A094_T3_R,IN09A094_T3_R,-1,20297
300,10093,,descending neuron,acetylcholine,,LHS,DNxl058,DNg100,,DNxl058_CvC_L,DNxl058_CvC_L,1,59
301,100933,01B,intrinsic neuron,gaba,T2,,IN01B052,IN01B052,LHS,IN01B052_T2_L,IN01B052_T2_L,-1,20298
302,10094,00B,efferent neuron,gaba,A9,,EN00B003,EN00B003,Midline,EN00B003_A9_M,EN00B003_A9_M,-1,60
303,100940,,sensory neuron,acetylcholine,,LHS,SNpp50,SNpp50,,SNpp50_MesoLN_L,SNpp50_MesoLN_L,1,20299
304,100941,,sensory neuron,acetylcholine,,LHS,SNpp39,SNpp39,,SNpp39_MesoLN_L,SNpp39_MesoLN_L,1,20300
305,100942,,sensory neuron,glutamate,,LHS,SNpp51,SNpp51,,SNpp51_MesoLN_L,SNpp51_MesoLN_L,-1,20301
306,100945,09A,intrinsic neuron,gaba,T2,,IN09A065,IN09A065,LHS,IN09A065_T2_L,IN09A065_T2_L,-1,20302
307,100947,20A.22A,intrinsic neuron,acetylcholine,T2,,IN20A.22A021,IN20A.22A021,LHS,IN20A.22A021_T2_L,IN20A.22A021_T2_L,1,20303
308,10095,,descending neuron,gaba,,RHS,DNxl055,DNg105,,DNxl055_CvC_R,DNxl055_CvC_R,-1,61
309,10096,27X,intrinsic neuron,gaba,T1,,IN27X002,IN27X002,RHS,IN27X002_T1_R,IN27X002_T1_R,-1,62
310,100968,13B,intrinsic neuron,gaba,T3,,IN13B045,IN13B045,RHS,IN13B045_T3_R,IN13B045_T3_R,-1,20304
311,10097,,descending neuron,gaba,,LHS,DNxl080,DNxl080,,DNxl080_CvC_L,DNxl080_CvC_L,-1,63
312,100970,20A.22A,intrinsic neuron,acetylcholine,T3,,IN20A.22A073,IN20A.22A073,LHS,IN20A.22A073_T3_L,IN20A.22A073_T3_L,1,20305
313,100974,13B,intrinsic neuron,glutamate,T3,,IN13B031,IN13B031,RHS,IN13B031_T3_R,IN13B031_T3_R,-1,20306
314,100975,12B,intrinsic neuron,gaba,T3,,IN12B024,IN12B024,RHS,IN12B024_T3_R,IN12B024_T3_R,-1,20307
315,100977,,sensory neuron,glutamate,,LHS,SNpp49,SNpp49,,SNpp49_MetaLN_L,SNpp49_MetaLN_L,-1,20308
316,100978,,sensory neuron,glutamate,,LHS,SNppxx,SNppxx,,SNppxx_MetaLN_L,SNppxx_MetaLN_L,-1,20309
317,10098,02A,ascending neuron,glutamate,T2,LHS,AN02A001,AN02A001,LHS,AN02A001_T2_L,AN02A001_T2_L,-1,64
318,100984,TBD,intrinsic neuron,gaba,A2,,INXXX359,INXXX359,RHS,INXXX359_A2_R,INXXX359_A2_R,-1,20310
319,100986,08B,intrinsic neuron,acetylcholine,T2,,IN08B104,IN08B104,RHS,IN08B104_T2_R,IN08B104_T2_R,1,20311
320,100988,07B,intrinsic neuron,acetylcholine,T2,,IN07B081,IN07B081,RHS,IN07B081_T2_R,IN07B081_T2_R,1,20312
321,10099,10B,intrinsic neuron,acetylcholine,T2,,IN10B001,IN10B001,RHS,IN10B001_T2_R,IN10B001_T2_R,1,65
322,100994,16B,intrinsic neuron,glutamate,T3,,IN16B041,IN16B041,LHS,IN16B041_T3_L,IN16B041_T3_L,-1,20313
323,101007,,sensory neuron,glutamate,,LHS,SNppxx,SNppxx,,SNppxx_ProLN_L,SNppxx_ProLN_L,-1,20314
324,10101,,descending neuron,acetylcholine,,RHS,DNxn015,DNg15,,DNxn015_CvC_R,DNxn015_CvC_R,1,66
325,101012,03B,intrinsic neuron,gaba,A1,,IN03B083,IN03B083,LHS,IN03B083_A1_L,IN03B083_A1_L,-1,20315
326,101013,03B,intrinsic neuron,gaba,A1,,IN03B055,IN03B055,LHS,IN03B055_A1_L,IN03B055_A1_L,-1,20316
327,10102,TBD,ascending neuron,gaba,T1,RHS,ANXXX002,ANXXX002,LHS,ANXXX002_T1_L,ANXXX002_T1_L,-1,67
328,101025,19B,ascending neuron,acetylcholine,A1,RHS,AN19B039,AN19B039,LHS,AN19B039_A1_L,AN19B039_A1_L,1,20317
329,10103,,descending neuron,gaba,,RHS,DNxl041,DNg74,,DNxl041_CvC_R,DNxl041_CvC_R,-1,68
330,101030,04B,intrinsic neuron,acetylcholine,T2,,IN04B016,IN04B016,LHS,IN04B016_T2_L,IN04B016_T2_L,1,20318
331,101031,04B,intrinsic neuron,acetylcholine,T2,,IN04B036,IN04B036,LHS,IN04B036_T2_L,IN04B036_T2_L,1,20319
332,101038,04B,intrinsic neuron,acetylcholine,T2,,IN04B061,IN04B061,RHS,IN04B061_T2_R,IN04B061_T2_R,1,20320
333,10104,27X,intrinsic neuron,gaba,T3,,IN27X002,IN27X002,LHS,IN27X002_T3_L,IN27X002_T3_L,-1,69
334,101043,15B,motor neuron,glutamate,T1,,MNfl27,Acc. ti flexor MN,LHS,MNfl27_ProLN_L,MNfl27_ProLN_L,-1,20321
335,101049,17B,ascending neuron,gaba,A1,LHS,AN17B013,AN17B013,LHS,AN17B013_A1_L,AN17B013_A1_L,-1,20322
336,10105,03B,intrinsic neuron,acetylcholine,T2,,IN03B002,w-cHIN,RHS,IN03B002_T2_R,IN03B002_T2_R,-1,70
337,101050,09B,intrinsic neuron,glutamate,T3,,IN09B049,IN09B049,RHS,IN09B049_T3_R,IN09B049_T3_R,-1,20323
338,101053,13A,intrinsic neuron,glutamate,T1,,IN13A051,IN13A051,RHS,IN13A051_T1_R,IN13A051_T1_R,-1,20324
339,101060,,sensory neuron,glutamate,,RHS,SNxxxx,SNxxxx,,SNxxxx_ProLN_R,SNxxxx_ProLN_R,-1,20325
340,101061,,sensory neuron,glutamate,,RHS,SNch08,SNch16,,SNch16_ProLN_R,SNch16_ProLN_R,-1,20326
341,101065,,sensory neuron,glutamate,,RHS,SNxxxx,SNxxxx,,SNxxxx_ProLN_R,SNxxxx_ProLN_R,-1,20327
342,101068,,sensory neuron,glutamate,,RHS,SNch05,SNch05,,SNch05_ProLN_R,SNch05_ProLN_R,-1,20328
343,101069,,sensory neuron,glutamate,,RHS,SNch08,SNch14,,SNch14_ProLN_R,SNch14_ProLN_R,-1,20329
344,10107,,descending neuron,gaba,,LHS,DNxl041,DNg74,,DNxl041_CvC_L,DNxl041_CvC_L,-1,71
345,101071,,sensory neuron,glutamate,,RHS,SNch05,SNch05,,SNch05_ProLN_R,SNch05_ProLN_R,-1,20330
346,101074,,sensory neuron,glutamate,,RHS,SNch08,SNch14,,SNch14_ProLN_R,SNch14_ProLN_R,-1,20331
347,101075,,sensory neuron,glutamate,,RHS,SNch08,SNch08,,SNch08_ProLN_R,SNch08_ProLN_R,-1,20332
348,101076,,sensory neuron,glutamate,,RHS,SNch08,SNch13,,SNch13_ProLN_R,SNch13_ProLN_R,-1,20333
349,10108,19A,intrinsic neuron,gaba,T3,,IN19A004,IN19A004,LHS,IN19A004_T3_L,IN19A004_T3_L,-1,72
350,101082,,sensory neuron,acetylcholine,,LHS,SNta32,SNta32,,SNta32_MesoLN_L,SNta32_MesoLN_L,1,20334
351,101088,,sensory neuron,glutamate,,LHS,SNpp52,SNpp52,,SNpp52_MesoLN_L,SNpp52_MesoLN_L,-1,20335
352,10109,27X,intrinsic neuron,gaba,T3,,IN27X002,IN27X002,RHS,IN27X002_T3_R,IN27X002_T3_R,-1,73
353,101090,20A.22A,intrinsic neuron,acetylcholine,T2,,IN20A.22A092,IN20A.22A092,LHS,IN20A.22A092_T2_L,IN20A.22A092_T2_L,1,20336
354,10110,08A,motor neuron,glutamate,T2,,MNwm34,TTMn,RHS,MNwm34_PDMNp_R,MNwm34_PDMNp_R,-1,74
355,101102,11A,intrinsic neuron,glutamate,T2,,IN11A024,GFC3,LHS,IN11A024_T2_L,IN11A024_T2_L,-1,20337
356,101105,23B,intrinsic neuron,acetylcholine,T2,,IN23B024,IN23B024,RHS,IN23B024_T2_R,IN23B024_T2_R,1,20338
357,10111,,descending neuron,acetylcholine,,RHS,DNxl053,DNxl053,,DNxl053_CvC_R,DNxl053_CvC_R,1,75
358,101110,06A,intrinsic neuron,gaba,A4,,IN06A106,IN06A106,LHS,IN06A106_A4_L,IN06A106_A4_L,-1,20339
359,101114,03A,intrinsic neuron,acetylcholine,T2,,IN03A091,IN03A091,RHS,IN03A091_T2_R,IN03A091_T2_R,1,20340
360,101115,08A,intrinsic neuron,glutamate,T2,,IN08A041,IN08A041,RHS,IN08A041_T2_R,IN08A041_T2_R,-1,20341
361,101116,20A.22A,intrinsic neuron,acetylcholine,T2,,IN20A.22A008,IN20A.22A008,RHS,IN20A.22A008_T2_R,IN20A.22A008_T2_R,1,20342
362,101117,03A,intrinsic neuron,acetylcholine,T2,,IN03A074,IN03A074,RHS,IN03A074_T2_R,IN03A074_T2_R,1,20343
363,101118,03A,intrinsic neuron,acetylcholine,T2,,IN03A047,IN03A047,RHS,IN03A047_T2_R,IN03A047_T2_R,1,20344
364,101119,16B,intrinsic neuron,glutamate,T2,,IN16B073,IN16B073,RHS,IN16B073_T2_R,IN16B073_T2_R,-1,20345
365,10112,19B,ascending neuron,acetylcholine,T2,LHS,AN19B001,AN19B001,RHS,AN19B001_T2_R,AN19B001_T2_R,1,76
366,101120,16B,intrinsic neuron,glutamate,T2,,IN16B125,IN16B125,RHS,IN16B125_T2_R,IN16B125_T2_R,-1,20346
367,101123,20A.22A,intrinsic neuron,acetylcholine,T2,,IN20A.22A085,IN20A.22A085,RHS,IN20A.22A085_T2_R,IN20A.22A085_T2_R,1,20347
368,10113,,descending neuron,acetylcholine,,LHS,DNxn029,DNp11,,DNxn029_CvC_L,DNxn029_CvC_L,1,77
369,10114,27X,intrinsic neuron,gaba,T2,,IN27X002,vMS17,LHS,IN27X002_T2_L,IN27X002_T2_L,-1,78
370,101141,,sensory neuron,glutamate,,,SNxxxx,SNxxxx,,SNxxxx_ProLN_R,SNxxxx_ProLN_R,-1,20348
371,101142,,sensory neuron,glutamate,,RHS,SNch05,SNch05,,SNch05_ProLN_R,SNch05_ProLN_R,-1,20349
372,101143,,sensory neuron,glutamate,,RHS,SNch06,SNch06,,SNch06_ProLN_R,SNch06_ProLN_R,-1,20350
373,101144,,sensory neuron,glutamate,,RHS,SNch11,SNch11,,SNch11_ProLN_R,SNch11_ProLN_R,-1,20351
374,101145,,sensory neuron,glutamate,,RHS,SNta29,SNta29,,SNta29_ProLN_R,SNta29_ProLN_R,-1,20352
375,101146,,sensory neuron,glutamate,,RHS,SNch10,SNch10,,SNch10_ProLN_R,SNch10_ProLN_R,-1,20353
376,10115,16B,motor neuron,glutamate,T2,,MNwm25,i1 MN,LHS,MNwm25_ADMN_L,MNwm25_ADMN_L,-1,79
377,101150,,sensory neuron,glutamate,,RHS,SNxx33,SNxx33,,SNxx33_ProLN_R,SNxx33_ProLN_R,-1,20354
378,101157,,sensory neuron,glutamate,,RHS,SNta29,SNta29,,SNta29_ProLN_R,SNta29_ProLN_R,-1,20355
379,101159,,sensory neuron,glutamate,,RHS,SNpp53,SNpp53,,SNpp53_MetaLN_R,SNpp53_MetaLN_R,-1,20356
380,10116,13B,intrinsic neuron,gaba,T2,,IN13B001,IN13B001,LHS,IN13B001_T2_L,IN13B001_T2_L,-1,80
381,101160,19A,intrinsic neuron,gaba,T3,,IN19A114,IN19A114,RHS,IN19A114_T3_R,IN19A114_T3_R,-1,20357
382,101161,,sensory neuron,glutamate,,RHS,SNppxx,SNppxx,,SNppxx_MetaLN_R,SNppxx_MetaLN_R,-1,20358
383,101168,,sensory neuron,glutamate,,RHS,SNta39,SNta39,,SNta39_MetaLN_R,SNta39_MetaLN_R,-1,20359
384,101169,,sensory neuron,glutamate,,RHS,SNta27,SNta27,,SNta27_MetaLN_R,SNta27_MetaLN_R,1,20360
385,10117,,descending neuron,gaba,,RHS,DNxl080,DNxl080,,DNxl080_CvC_R,DNxl080_CvC_R,-1,81
386,101172,,sensory neuron,glutamate,,RHS,SNppxx,SNppxx,,SNppxx_MetaLN_R,SNppxx_MetaLN_R,-1,20361
387,10118,,descending neuron,acetylcholine,,RHS,DNxl002,DNa02,,DNxl002_CvC_R,DNxl002_CvC_R,1,82
388,101189,01B,intrinsic neuron,gaba,T3,,IN01B060,IN01B060,RHS,IN01B060_T3_R,IN01B060_T3_R,-1,20362
389,10119,27X,intrinsic neuron,gaba,T1,,IN27X002,IN27X002,LHS,IN27X002_T1_L,IN27X002_T1_L,-1,83
390,101194,16B,intrinsic neuron,glutamate,T3,,IN16B101,IN16B101,LHS,IN16B101_T3_L,IN16B101_T3_L,-1,20363
391,101199,14A,intrinsic neuron,glutamate,T2,,IN14A074,IN14A074,LHS,IN14A074_T2_L,IN14A074_T2_L,-1,20364
392,10120,,sensory neuron,glutamate,,LHS,SNpp50,SNpp50,,SNpp50_MetaLN_L,SNpp50_MetaLN_L,1,84
393,101200,16B,intrinsic neuron,glutamate,T2,,IN16B075,IN16B075,RHS,IN16B075_T2_R,IN16B075_T2_R,-1,20365
394,101206,19B,intrinsic neuron,acetylcholine,T2,,IN19B075,IN19B075,LHS,IN19B075_T2_L,IN19B075_T2_L,1,20366
395,10121,,descending neuron,acetylcholine,,LHS,DNxn015,DNg15,,DNxn015_CvC_L,DNxn015_CvC_L,1,85
396,101218,07B,ascending neuron,acetylcholine,T2,LHS,AN07B046,AN07B046,RHS,AN07B046_T2_R,AN07B046_T2_R,1,20367
397,101219,12A,intrinsic neuron,acetylcholine,T2,,IN12A054,IN12A054,LHS,IN12A054_T2_L,IN12A054_T2_L,-1,20368
